latlon_postcode,latlon_postcode_district,latlon_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,brand,addr_housenumber,addr_street,addr_city,addr_postcode,addr_full,phone,website,wikidata,opening_hours,postcode_district,postcode_area,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,postcode_district_x,postcode_area_y
,SW11,SW,node,4631588190,node/4631588190,51.4608635,-0.1629048,,,,9,Battersea Rise,London,,,,,,,,,,,,,SW11,SW
,,,node,4636003065,node/4636003065,51.6207556,0.3044383,The Dairyman,,Wetherspoon,16-18,High Street,Brentwood,,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/essex/the-dairyman-brentwood,Q88915782,"Mo-Th, Su 08:00-24:00; Fr-Sa 08:00-25:00",,,,,,,,
,,,node,4682459836,node/4682459836,51.3663292,-0.1673205,The Racehorse,,,,,,,,,,,,,,,,,,,
,,,node,4706545131,node/4706545131,51.5732914,-0.3708659,The Man of Aran,,,,,,,,,,,,,,,,,,,
,SW4,SW,node,4717389968,node/4717389968,51.4595004,-0.1340734,The King & Co.,,,100,Clapham Park Road,London,,,+44 20 7498 1971,https://thekingandco.uk/,,"Mo-We 16:00-23:00, Th 16:00-00:00, Fr 16:00-01:00, Sa 12:00-01:00, Su 12:00-23:00",,,,,,,SW4,SW
,W2,W,node,4810177421,node/4810177421,51.5188127,-0.1761484,Heist Bank,,,5,North Wharf Road,London,,,+44 20 7723 8080,https://www.heistbank.com/,,Mo 12:00-22:00; Tu 12:00-23:00; We-Th 12:00-23:30; Fr-Sa 12:00-24:00; Su 12:00-20:00,,,,,,,W2,W
,SE1,SE,node,4813283891,node/4813283891,51.4988354,-0.0746673,Hiver Taproom,Hiver Beers,,56,Stanworth Street,London,,,+44 7740251649,https://hiverbeers.com/pages/taproom,,Fr 12:00-20:00; Sa 11:00-20:00; Su 12:00-18:00,,,,,,,SE1,SE
,SE5,SE,node,4821946845,node/4821946845,51.4680147,-0.0896697,The Phoenix,,,,Windsor Walk,London,,,,,,,,,,,,,SE5,SE
,N6,N,node,4894490332,node/4894490332,51.5782645,-0.148846,The Highgate Inn,,,,,,,,,,,,,,,,,,N6,N
,SW19,SW,node,4926469145,node/4926469145,51.4132666,-0.1832663,The Merton Apprentice,,,14,Watermill Way,London,,,,,,,,,,,,,SW19,SW
,,,node,4928682125,node/4928682125,51.3678236,-0.3114189,The Cricketers,,,,,,,,,,,,,,,,,,,
,EC2A,EC,node,4969009472,node/4969009472,51.5219834,-0.0855031,Long Arm Pub & Brewery,,,20-26,Worship Street,London,,,,http://longarmpub.com/,,Th-Sa 11:00-02:00; Mo-We 11:00-00:00; Su 11:00-23:00,,,,,,,EC2A,EC
,SW8,SW,node,4975270291,node/4975270291,51.4825263,-0.1375016,Nine Elms Tavern,,,3,Riverlight Quay,London,,,,,,,,,,,,,SW8,SW
,,,node,5101640778,node/5101640778,51.4028738,-0.1918306,The Royal Surrey,,,,,,,,,,,,,,,,,,,
,EC4R,EC,node,5141625722,node/5141625722,51.510926,-0.0899801,The Sir John Hawkshaw,,Wetherspoon,,Cannon Street,London,,,+44 20 3206 1004,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-sir-john-hawkshaw-london,Q88965893,,,,,,,,EC4R,EC
,EC1R,EC,node,5192841322,node/5192841322,51.5224158,-0.1074931,Ninth Ward,,,99-101,Farringdon Road,London,,,+44 20 7833 2949,https://ninthwardlondon.com,,Tu-We 16:00-26:00; Th-Fr 12:00-27:00; Sa 17:00-27:00,,,,,,,EC1R,EC
,SE1,SE,node,5202423829,node/5202423829,51.4993771,-0.0747406,Fabal Beerhall,,,88,Druid Street,London,,,,,,Th-Fr 17:00-22:00 Sa 15:00-23:00,,,,,,,SE1,SE
,,,node,5202722021,node/5202722021,51.4593606,-0.3063852,The Bootlegger Vault,,,5,Hill Street,Richmond,,,+44 20 8332 0055,,,,,,,,,,,
,SW1E,SW,node,5205813437,node/5205813437,51.4971488,-0.1391026,Lane7,,,,,,,,,,,,,,,,,,SW1E,SW
,,,node,5223910042,node/5223910042,51.4610664,0.1155388,"Guy, Earl of Warwick",,,,,,,,,,Q133804723,,,,,,,,,
,E1,E,node,5238249940,node/5238249940,51.5136121,-0.0698082,The Running Horse,,,7,Piazza Walk,London,,,+44 20 3883 8286,https://therunninghorsealdgate.co.uk/,,Mo-Th 11:00-23:00; Fr 11:00-00:0; Sa 12:00-00:00; Su 12:00-21:30,,,,,,,E1,E
,SE6,SE,node,5264614507,node/5264614507,51.4417841,-0.019064,Catford Cricket Club,,,,Penerley Road,London,,,+44 20 8698 3070,,,,,,,,,,SE6,SE
,,,node,5298709221,node/5298709221,51.5560177,0.251602,Upminster TapRoom,,,1b,Sunnyside Gardens,,,,,,,,,,,,,,,
,SE1,SE,node,5314020623,node/5314020623,51.5021916,-0.0855668,The Rose,,,,,,,,,,,,,,,,,,SE1,SE
,,,node,5318608431,node/5318608431,51.455812,0.1429912,Brewers Fayre,,Brewers Fayre,,,,,,,,,,,,,,,,,
,,,node,5318857042,node/5318857042,51.4753607,0.1086134,Foresters Arms,,,,,,,,,,,,,,,,,,,
,,,node,5318857043,node/5318857043,51.4620055,0.1128861,Rose and Crown,,,15,Welling High Street,,,,,,,,,,,,,,,
,,,node,5370783631,node/5370783631,51.5763481,0.1826436,The Crowning Angel,Stonegate,,87-89,South Street,London,,,+44 1708 748244,https://www.craftunionpubs.com/crowning-angel-romford/opening-times,,,,,,,,,,
,,,node,5370783634,node/5370783634,51.5757041,0.1831804,Ivy Tree,,,113-117,South Street,,,,,,,,,,,,,,,
,,,node,5382875197,node/5382875197,51.5784833,0.1800662,The Golden Lion,,Greene King,2,High Street,Romford,,,,https://www.greeneking-pubs.co.uk/pubs/essex/golden-lion/,Q27085567,,,,,,,,,
,SE1,SE,node,5396322682,node/5396322682,51.5035696,-0.1048294,The Ring,,,72,Blackfriars Road,London,,,+44 20 7620 0811,https://www.theringbarlondon.co.uk/,,,,,,,,,SE1,SE
,E14,E,node,5418886554,node/5418886554,51.4921523,-0.0241157,The Space Bar,,,269,Westferry Road,London,,,,https://spacebar.org.uk,,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30,,,,,,,E14,E
,SE1,SE,node,5493122124,node/5493122124,51.5038279,-0.1019917,The Charlotte,,,,,,,,,,,,,,,,,,SE1,SE
,W1B,W,node,5513818707,node/5513818707,51.5174615,-0.1431601,The Wigmore,,,15,Langham Place,London,,,,,,Mo-We 12:00-00:00; Th-Sa 12:00-01:00; Su 12:00-19:00,,,,,,,W1B,W
,SW17,SW,node,5554760222,node/5554760222,51.4368719,-0.1871873,The Leather Bottle,Young & Co,,538,Garratt Lane,London,,,,https://www.leatherbottlepub.co.uk/,Q26318598,,,,,,,,SW17,SW
,,,node,5567081656,node/5567081656,51.3709474,-0.3055479,The North Star,,Ember Inns,271,Hook Road,Chessington,,,,https://www.emberinns.co.uk/nationalsearch/london/the-north-star-chessington,,,,,,,,,,
,EC3R,EC,node,5593327043,node/5593327043,51.5099031,-0.0807577,BrewDog,,BrewDog,,Great Tower Street,London,,,+44 20 7929 2545,https://drink.brewdog.com/uk/brewdog-tower-hill-outpost,,Mo-We 12:00-23:00; Th 12:00-01:00; Fr 12:00-00:00; Sa 11:00-00:00; Su 11:00-23:00,,,,,,,EC3R,EC
,EC3V,EC,node,5641663540,node/5641663540,51.5129709,-0.0828055,One Under Lime,,,1,Leadenhall Place,London,,,,,,,,,,,,,EC3V,EC
,,,node,5656299527,node/5656299527,51.6524746,-0.1990388,Red Lion,,Stonehouse Pizza & Carvery,,,,,,,https://www.stonehouserestaurants.co.uk/nationalsearch/eastofengland/theredlionbarnet#/,Q20876387,,,,,,,,,
,SE10,SE,node,5659383343,node/5659383343,51.4830352,-0.0142556,The Sail Loft,Fullers,Fuller's,11,Victoria Parade,London,,,,https://www.sailloftgreenwich.co.uk/,,Mo-Sa 10:00-23:00; Su 10:00-22:30,,,,,,,SE10,SE
,EC2A,EC,node,5722196422,node/5722196422,51.5200131,-0.0808406,Exchange Square,,,,,,,,,,,,,,,,,,EC2A,EC
,NW7,NW,node,5762034694,node/5762034694,51.6141423,-0.2490155,Bridge Tavern,,,,,,,,,,,,,,,,,,NW7,NW
,,,node,5776764640,node/5776764640,51.3950476,0.1754828,The Cotton Mill,,,,Station Road,Swanley,,,,,,"Mo-Fr 16:00-22:00; Sa, Su 12:00-22:00",,,,,,,,
,SW18,SW,node,5782065244,node/5782065244,51.4420315,-0.1889649,The Country House,,,2,Groton Road,London,,,,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30,,,,,,,SW18,SW
,,,node,5793837555,node/5793837555,51.5988869,0.1609218,The Colley Rowe Inn,,Wetherspoon,54-56,Collier Row Road,Romford,,,+44 1708 760633,https://www.jdwetherspoon.com/pubs/all-pubs/england/essex/the-colley-rowe-inn-collier-row,Q88916809,"Mo,Tu,We,Th,Fr,Sa,Su 08:00-24:00",,,,,,,,
,SE10,SE,node,5798900528,node/5798900528,51.5004875,0.0053629,The Dial,Meantime Brewery,,,Peninsula Square,London,,,+44 20 3879 6316,https://thedialldn.com/,,Mo-We 12:00-23:00; Th 12:00-24:00; Fr 12:00-25:00; Sa 10:00-25:00; Su 10:00-24:00,,,,,,,SE10,SE
,,,node,5810947062,node/5810947062,51.6332248,-0.4941487,The Waterside Venue,,,367,Uxbridge Road,Rickmansworth,,,,,,,,,,,,,,
,,,node,5838556142,node/5838556142,51.4452939,0.1026691,The Hangar,,,37,The Oval,,,,,,,,,,,,,,,
,,,node,5839570763,node/5839570763,51.3093548,-0.0796121,The Radius Arms,,,205,Godstone Road,Whyteleafe,,,,,,"Tu-Th 16:00-21:30; Fr,Sa 14:00-22:30; Su 12:00-17:00",,,,,,,,
,SE8,SE,node,5843761645,node/5843761645,51.4780491,-0.0265975,Salt Deptford,,,,Market Yard,London,,,+44 20 8469 1622,https://www.saltbeerfactory.co.uk/,,Mo-Th 16:00-23:00; Fr-Sa 12:00-23:00; Su 12:00-22:00,,,,,,,SE8,SE
,,,node,5892620632,node/5892620632,51.4074239,-0.1050308,Welcome Inn,,,300,Parchmore Road,Thornton Heath,,,,,,,,,,,,,,
,,,node,5892671249,node/5892671249,51.3812987,-0.0629125,The Cricketers,,,47,Shirley Road,Croydon,,,,,,,,,,,,,,
,,,node,5966233133,node/5966233133,51.3858533,-0.0401536,The Orchard,,,116,Orchard Way,Croydon,,,,,,,,,,,,,,
,E14,E,node,6019687353,node/6019687353,51.5062159,-0.0185144,Sports Bar & Grill,Stonegate,,1,Crossrail Place,London,,,,https://www.sportsbarandgrill.co.uk/canarywharf,,"Mo-We 10:00-23:00; Th 10:00-23:30; Fr,Sa 10:00-24:00; Su 10:00-22:30",,,,,,,E14,E
,NW10,NW,node,6019922913,node/6019922913,51.5594154,-0.2501576,Tiffty Tom's,,,249,Neasden Lane,London,,,,,,,,,,,,,NW10,NW
,N19,N,node,6052873806,node/6052873806,51.5634509,-0.1426426,The Star,,,,,,,,,,,,,,,,,,N19,N
,,,node,6090098885,node/6090098885,51.4798171,-0.412172,VII Hotel and Indian Food,,,760-762,Bath Road,,,,,,,,,,,,,,,
,E1,E,node,6119354792,node/6119354792,51.5189211,-0.0761157,The Gun,,,54,Brushfield Street,London,,,+442078469594,https://www.urbanpubsandbars.com/venues/the-gun-london,,Mo-Sa 12:00-23:30; Su 12:00-22:00,,,,,,,E1,E
,,,node,6176371085,node/6176371085,51.4822506,-0.3127708,Northumberland Arms,,,11,London Road,,,,,,,,,,,,,,,
,W1W,W,node,6185626255,node/6185626255,51.5199434,-0.1432132,Stag's Head,,,102,New Cavendish Street,London,,,,,,,,,,,,,W1W,W
,,,node,6187878854,node/6187878854,51.3329849,-0.2663093,Comrades Club,,,,,,,,,,,,,,,,,,,
,NW9,NW,node,6284663193,node/6284663193,51.5846271,-0.2800026,J.J. Moon's,,Wetherspoon,553,Kingsbury Road,London,,,,https://www.jdwetherspoon.com/pubs/j-j-moons-kingsbury/,Q88916793,,,,,,,,NW9,NW
,SW17,SW,node,6284670927,node/6284670927,51.4278691,-0.1684081,J.J. Moon's,,Wetherspoon,,,,,,,https://www.jdwetherspoon.com/pubs/j-j-moons-tooting/,,,,,,,,,SW17,SW
,N21,N,node,6293653478,node/6293653478,51.6319862,-0.0957415,On Broadway,,,,,,,,,,,,,,,,,,N21,N
,N21,N,node,6293653585,node/6293653585,51.6317023,-0.0959212,The Three Wishes,,,,,,,,,,,,,,,,,,N21,N
,,,node,6337495198,node/6337495198,51.4855411,-0.3018164,The Black Dog,,,,,,,,,,,"Mo,We,Th 12:00-23:00; Fr,Sa 12:00-23:30; Su 12:00-22:30",,,,,,,,
,SW8,SW,node,6345003065,node/6345003065,51.4828518,-0.147044,Battersea Brewery,,,12-14,Arches Lane,London,,,+44 20 8161 2366,https://batterseabrew.co.uk,,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-23:00,,,,,,,SW8,SW
,W1H,W,node,6351723681,node/6351723681,51.5152677,-0.1581425,The Grazing Goat,,,6,New Quebec Street,London,,,,,,,,,,,,,W1H,W
,WC2A,WC,node,6358222785,node/6358222785,51.5165968,-0.1122479,The Pregnant Man,,,40,Chancery Lane,London,,,+44 20 7462 7174,https://thepregnantman.co.uk/,,Mo-We 12:00-23:00; Th-Fr 12:00-00:00,,,,,,,WC2A,WC
,N17,N,node,6364969835,node/6364969835,51.5893789,-0.0701255,The High Cross,,,350,High Road,London,,,+44 20 8292 8115,https://www.instagram.com/highcrosslondon/,,Su 12:00-22:30; Tu-We 16:00-23:00; Th-Sa 12:00-23:00,,,,,,,N17,N
,,,node,6374297856,node/6374297856,51.4511716,-0.4386407,The Bell on the Green,,,661,Staines Road,Feltham,,,+44 20 8751 1599,https://thebellonthegreen.com/,,Su-Th 11:00-23:00; Fr-Sa 11:00-00:30,,,,,,,,
,NW1,NW,node,6381240591,node/6381240591,51.5280324,-0.1328679,The Signal Box,,Fuller's,,Eversholt Street,London,,,,https://www.signalboxeuston.co.uk/,,,,,,,,,NW1,NW
,E15,E,node,6488078275,node/6488078275,51.5480468,-0.0099843,Mother Kelly's E20,,,27-30,Victory Parade,London,,,,http://motherkellys.co.uk/,,,,,,,,,E15,E
,,,node,6503338427,node/6503338427,51.3715457,-0.1170962,The Hare and Hounds,,,325,Purley Way,Croydon,,,,,,,,,,,,,,
,N1C,N,node,6561669265,node/6561669265,51.5317471,-0.1263722,The Station Pantry,,,,,,,,,,,,,,,,,,N1C,N
,SE24,SE,node,6568034385,node/6568034385,51.4481716,-0.1016817,Bullfinch Brewery,,,,,London,,,,,,Tu-Su 12:00-22:00,,,,,,,SE24,SE
,W13,W,node,6572865790,node/6572865790,51.5113903,-0.3155599,O'Briens,,,137,Uxbridge Road,London,,,,,,,,,,,,,W13,W
,N16,N,node,6634608910,node/6634608910,51.5661351,-0.0722466,The Wheatsheaf,,,6,Windus Road,London,,,,,,,,,,,,,N16,N
,,,node,6646417005,node/6646417005,51.6454739,-0.3642928,The Swan,,,25,Park Road,Bushey,,,,,,Mo-Sa 12:00-23:00; Su 12:00-22:30,,,,,,,,
,NW1,NW,node,6677415686,node/6677415686,51.5407576,-0.1456555,The Ice Wharf,,Wetherspoon,,Jamestown Road,London,,,+44 20 7428 3770,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-ice-wharf-camden,,"Mo,Tu,We,Su 08:00-23:30; Th 08:00-24:30; Fr,Sa 08:00-25:30",,,,,,,NW1,NW
,,,node,6791395529,node/6791395529,51.4761163,-0.2868702,Kew Gardens Hotel,Kew Gardens Hotel,,,,,,,,,,,,,,,,,,
,SE16,SE,node,6795775062,node/6795775062,51.491708,-0.0595038,Battersea Brewery,,,8,Almond Road,London,,,,https://batterseabrew.co.uk/,,Sa 12:00-21:00,,,,,,,SE16,SE
,N22,N,node,6796796385,node/6796796385,51.5944758,-0.1124687,Karamel,,,4,Coburg Road,London,,,,,,,,,,,,,N22,N
,EC2R,EC,node,6802993456,node/6802993456,51.5157141,-0.0886215,The Telegraph,,Fuller's,11,Telegraph Street,London,,,,https://www.telegraphmoorgate.co.uk/,,,,,,,,,EC2R,EC
,N17,N,node,6939589391,node/6939589391,51.5905271,-0.0580414,Pressure Drop,,,,,,,,,https://pressuredropbrewing.co.uk/pages/taproom,,,,,,,,,N17,N
,,,node,6960153522,node/6960153522,51.5704744,0.1300529,The Eva Hart,,Wetherspoon,1128,High Road,Romford,,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/essex/the-eva-hart-chadwell-heath,Q88917003,,,,,,,,,
,,,node,7037984244,node/7037984244,51.4567531,0.0944014,The Bolthole,,,12,Falconwood Parade,,,,,,,,,,,,,,,
,E1,E,node,7039548576,node/7039548576,51.5136334,-0.0717175,White Swan,,,21,Alie Street,London,,,+44 20 7702 0448,https://www.whiteswanaldgate.co.uk/,Q27085030,Mo-Fr 11:00-23:00,,,,,,,E1,E
,E1,E,node,7039559892,node/7039559892,51.5137054,-0.0707311,Black Horse,,,40,Leman Street,London,,,+44 20 7488 1406,,,Mo-Sa 12:00-23:29,,,,,,,E1,E
,E17,E,node,7056928285,node/7056928285,51.5932478,-0.0414688,Exale Taproom,,,,Blackhorse Lane,London,,,,https://exalebrew.co.uk/,,Th 16:00-23:00; Fr 16:00-02:00; Sa 12:00-02:00; Su 12:00-20:00,,,,,,,E17,E
,SW8,SW,node,7061825385,node/7061825385,51.47448,-0.1313166,The Surprise,,,16,Southville,London,,,,,,,,,,,,,SW8,SW
,,,node,7089487689,node/7089487689,51.4708086,-0.4814933,,,,,,,,,,,,,,,,,,,,
,W2,W,node,7099537759,node/7099537759,51.5153695,-0.1913501,The Hayden,,,,,,,,,https://www.haydennottinghill.com/,,Mo-Sa 10:00-23:00; Su 10:00-22:30,,,,,,,W2,W
,SE1,SE,node,7138296487,node/7138296487,51.5050863,-0.0879148,The Telephone Exchange,Fullers,Fuller's,10-18,London Bridge Street,London,,,,https://www.telephoneexchange.co.uk,,,,,,,,,SE1,SE
,W13,W,node,7179078030,node/7179078030,51.5097694,-0.3272,The Leather Saddle,,,138,Broadway,London,,,,,,,,,,,,,W13,W
,W13,W,node,7179078032,node/7179078032,51.509947,-0.3265639,The Old Hat,,,128,Broadway,London,,,,,,,,,,,,,W13,W
,E14,E,node,7250542203,node/7250542203,51.513588,-0.0053807,The Tommy Flowers,,,50,Aberfeldy Street,London,,,,,,,,,,,,,E14,E
,SE1,SE,node,7398105829,node/7398105829,51.4994717,-0.0748793,The Barrel Project,,,80,Druid Street,London,,,+44 20 7394 6763,https://www.thebarrelproject.co.uk,,We-Fr 16:00-23:00; Sa 11:00-23:00; Su 12:00-19:00,,,,,,,SE1,SE
,SE16,SE,node,7398105830,node/7398105830,51.4978208,-0.0727331,71 Enid Street,,,71,Enid Street,London,,,,,,,,,,,,,SE16,SE
,SE16,SE,node,7398105832,node/7398105832,51.4977781,-0.0726563,Gosnells Meadery Taproom,,,72,Enid Street,London,,,,https://www.gosnells.co.uk/pages/gosnells-meadery-taproom,,We-Fr 16:00-22:30; Sa-Su 12:00-22:30,,,,,,,SE16,SE
,E16,E,node,7523464145,node/7523464145,51.4994426,0.031017,The Windjammer,,Fuller's,25,Admiralty Avenue,London,,,+44 20 8222 9318,https://www.windjammerlondon.co.uk/,,Mo-Sa 12:00-23:00; Su 12:00-22:00,,,,,,,E16,E
,W8,W,node,7532833476,node/7532833476,51.5023506,-0.1909183,The Prince of Wales,Taylor Walker,Greene King,8,Kensington Church Street,London,,,,https://www.greeneking-pubs.co.uk/pubs/greater-london/prince-of-wales-kensington,,Mo-Fr 11:00-23:00; Sa 11:00-23:30; Su 11:00-22:30,,,,,,,W8,W
,WC1N,WC,node,7549942987,node/7549942987,51.5222375,-0.1188581,The Perseverance,,,63,Lamb's Conduit Street,London,,,,,Q27086674,,,,,,,,WC1N,WC
,WC1X,WC,node,7550093574,node/7550093574,51.5206791,-0.1170161,The Queens Head,,,64,Theobalds Road,London,,,,,,,,,,,,,WC1X,WC
,WC1N,WC,node,7550117864,node/7550117864,51.5219851,-0.1173567,The Rugby Tavern,,,19,Great James Street,London,,,,,Q27083480,,,,,,,,WC1N,WC
,W7,W,node,7581534029,node/7581534029,51.5086895,-0.3373287,The Kings Arms,,,110,Uxbridge Road,London,,,,,Q18160446,,,,,,,,W7,W
,WC1N,WC,node,7590593053,node/7590593053,51.5220506,-0.1150708,The Lady Ottoline,,,11a,Northington Street,London,,,,http://www.theladyottoline.com/,,,,,,,,,WC1N,WC
,,,node,7616166984,node/7616166984,51.4085153,-0.0391288,Three Hounds,,,57,Beckenham Road,Beckenham,,,+44 20 3976 0028,https://www.threehoundsbeerco.com/,,Mo-We 15:00-22:00; Th 14:00-22:00; Fr 09:00-18:00; Sa 12:00-22:00; Su 12:00-21:00,,,,,,,,
,N22,N,node,7804014021,node/7804014021,51.606551,-0.1188983,Tap Room,,,,,,,,,https://www.bohembrewery.com/bohem-tap-room/,,,,,,,,,N22,N
,SW5,SW,node,7858027226,node/7858027226,51.4908911,-0.1825444,The Duke of Clarence,,,148,Old Brompton Road,London,,,+44 20 7373 1285,https://www.thedukeofclarencesw5.co.uk/,,,,,,,,,SW5,SW
,WC1X,WC,node,7929807779,node/7929807779,51.5248677,-0.1170162,London Welsh Bar,,,157-163,Gray's Inn Road,London,,,+44 20 7837 3722,,,Mo Off; Tu-Th 18:00-23:00; Fr Off; Sa Off; Su Off,,,,,,,WC1X,WC
,N15,N,node,8132648120,node/8132648120,51.5862995,-0.0889222,K K McCools,,,265,West Green Road,London,,,+44 2088 818 036,,,Mo-Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 12:00-00:00,,,,,,,N15,N
,SW10,SW,node,8167917118,node/8167917118,51.4889152,-0.1914946,The Pembroke,,,261,Old Brompton Road,London,,,+44 20 7373 8337,https://www.thepembrokesw5.co.uk/,Q5142962,,,,,,,,SW10,SW
,N22,N,node,8263743019,node/8263743019,51.5932825,-0.1140951,The Goodness Brewing Company,The Goodness,,,,,,,,https://www.thegoodnessbrew.co/,,,,,,,,,N22,N
,SW3,SW,node,8308248176,node/8308248176,51.4887592,-0.1695057,The Sydney Arms,,,70,Sydney Street,London,,,+44 20 7352 7924,https://www.sydneyarmschelsea.com/,,,,,,,,,SW3,SW
,SE1,SE,node,8324913615,node/8324913615,51.4867601,-0.0741916,The Lord Nelson,,,386,Old Kent Road,London,,,+44 20 7701 8510,,Q17361856,Mo-Fr 11:00-23:00; Sa 11:00-01:00; Su 12:00-22:30,,,,,,,SE1,SE
,E10,E,node,8355222754,node/8355222754,51.5697138,-0.007739,Gravity Well Taproom,,,Arch 155,Midland Road,London,,,,https://www.gravitywellbrewing.co.uk/,,We-Th 16:00-22:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-18:00,,,,,,,E10,E
,SW1W,SW,node,8363665233,node/8363665233,51.4901063,-0.1569458,Rose & Crown,,,90-92,Lower Sloane Street,London,,,+44 20 7730 2967,,,,,,,,,,SW1W,SW
,W13,W,node,8427001121,node/8427001121,51.5111175,-0.3173636,Black George,,,181,Uxbridge Road,London,,,,,,,,,,,,,W13,W
,,,node,8475949320,node/8475949320,51.3759898,0.0102046,The Craft Beer Rooms,,,,,,,,,,,,,,,,,,,
,,,node,8478118703,node/8478118703,51.3701653,0.0006925,The Coney,,,35,Croydon Road,West Wickham,,,,,,,,,,,,,,
,,,node,8494272578,node/8494272578,51.371597,-0.3665668,The Wheatsheaf on the Green,,,40,Esher Green,Esher,,,,,,,,,,,,,,
,,,node,8568369522,node/8568369522,51.5436041,-0.4878349,The Dolphin,,,,Rockingham Road,Uxbridge,,,,,,,,,,,,,,
,,,node,8572811479,node/8572811479,51.6523997,-0.4007681,The Oddfellows,,,14,Fearnley Street,Watford,,,+44 1923 225766,,,,,,,,,,,
,SW17,SW,node,8605476853,node/8605476853,51.426693,-0.1667803,Tooting Tram & Social,,,,,,,,,,,,,,,,,,SW17,SW
,W12,W,node,8620475154,node/8620475154,51.5104553,-0.230398,Queens Tavern,,,121,South Africa Road,London,,,+44 7778 707000,,,,,,,,,,W12,W
,,,node,8632612927,node/8632612927,51.6284246,-0.5092132,Creative Juices Brewing Company,,,,Denham Way,Rickmansworth,,,,,,,,,,,,,,
,W12,W,node,8648598325,node/8648598325,51.50531,-0.2248736,The Green,Stonegate,,172-174,Uxbridge Road,London,,,,https://www.crafted-social.co.uk/green-shepherds-bush,,,,,,,,,W12,W
,W13,W,node,8707334318,node/8707334318,51.5029728,-0.3170027,The Owl and the Pussycat,,,106,Northfield Avenue,London,,,,,Q81047950,Mo-Sa 16:00-22:00; Su 13:00-17:00,,,,,,,W13,W
,W13,W,node,8714409426,node/8714409426,51.5009748,-0.3154255,Players,,,184,Northfield Avenue,London,,,,,,,,,,,,,W13,W
,SW17,SW,node,8736085499,node/8736085499,51.4226708,-0.1601958,Ramble Inn,,,,,,,,,,,,,,,,,,SW17,SW
,W5,W,node,8737259738,node/8737259738,51.49837,-0.3140408,Ryan's,,,282-284,Northfield Avenue,London,,,,,,,,,,,,,W5,W
,SE25,SE,node,8757588717,node/8757588717,51.3870114,-0.0703479,The Joiners Arms,,,50-52,Woodside Green,London,,,,,,,,,,,,,SE25,SE
,N1C,N,node,8821717717,node/8821717717,51.5377081,-0.125856,Babel Beerhouse,,,1,Lewis Cubitt Walk,London,,,+44 20 8161 4446,https://www.babelbeerhouse.com/,,Mo 12:00-22:00; Tu-Fr 12:00-23:00; Sa 12:00-24:00; Su 12:00-22:00,,,,,,,N1C,N
,NW1,NW,node,8830280452,node/8830280452,51.5426466,-0.148964,The Dark Horse,,,87/88,North Yard,London,,,,,,,,,,,,,NW1,NW
,,,node,8872309810,node/8872309810,51.6583345,-0.4006264,Walkabout,Stonegate,Walkabout,76,The Parade,Watford,,,+44 1923 240688,https://www.walkaboutbars.co.uk/watford,,,,,,,,,,
,,,node,8901025031,node/8901025031,51.4015272,0.035294,Bickley & Widmore Working Men's Club,,,,,,,,,,,,,,,,,,,
,,,node,8904125782,node/8904125782,51.6392156,-0.4723185,Wishful Drinking Bottleshop & Taproom,,,124,High Street,Rickmansworth,,,,https://www.wishfuldrinking.co.uk/,,Su-Th 12:00-23:00; Fr 12:00-23:30; Sa 11:00-23:30,,,,,,,,
,SE16,SE,node,9006872322,node/9006872322,51.4917553,-0.0596016,The Outpost,Three Mills Brewing,,7,Almond Road,London,,,,https://www.threehillsbrewing.com/,,Tu 13:00-17:00; Th 17:00-23:00; Fr 16:00-23:00; Sa 13:00-23:00,,,,,,,SE16,SE
,SE16,SE,node,9008497216,node/9008497216,51.4977423,-0.072581,Cloudwater,,,73,Enid Street,London,,,,https://cloudwaterbrew.co/,Q104869040,Mo 17:00-22:00; Tu-Th 15:00-22:00; Fr-Sa 13:00-22:00; Su 13:00-20:00,,,,,,,SE16,SE
,SE16,SE,node,9008509217,node/9008509217,51.4974282,-0.0719546,Bianca Road Brew Co.,,,83-84,Enid Street,London,,,,https://biancaroad.com/,,We-Fr 14:00-22:00; Sa 13:00-21:00; Su 12:00-19:00,,,,,,,SE16,SE
,SE16,SE,node,9008509218,node/9008509218,51.4973064,-0.0717147,Craft Beer Junction,,,86,Enid Street,London,,,,,,We-Th 16:00-23:00; Fr 15:00-23:00; Sa 12:00-23:00; Su 12:00-22:00,,,,,,,SE16,SE
,SE8,SE,node,9026571820,node/9026571820,51.4784965,-0.0238312,Villages,,,21-26,Resolution Way,London,,,,https://villagesbrewery.com/,,Th-Fr 18:00-23:00; Sa 12:00-23:00; Su 12:00-22:00,,,,,,,SE8,SE
