pub_name,address
Hoe Street Club & Institute,"Hoe Street Club And Institute 9A Hoe Street, Walthamstow, London, E17 4SD"
Dog & Duck Public House/Sourdough Saloon,"The Dog And Duck Public House 222 Chingford Road, Walthamstow, London, E17 5AL"
The Lord Palmerston,"The Lord Palmerston Public House 252 - 254 Forest Road, Walthamstow, London, E17 5JN"
Signature Brew Ltd,"Unit 15 Uplands Business Park Blackhorse Lane, Walthamstow, London, E17 5QJ"
Tavern on the Hill,"318 Higham Hill Road, Walthamstow, London, E17 5RG"
Big Penny Social,"Unit 1 Forest Trading Estate Priestley Way, Walthamstow, London, E17 6AL"
FOUNDRY Walthamstow,"5 Forest Road, Walthamstow, London, E17 6ZJ"
The Chequers,"The Chequers Public House 145 High Street, Walthamstow, London, E17 7BX"
The Untraditional Pub,"27 Crate Building 35 St James Street, Walthamstow, London, E17 7FY"
The Coppermill,"The Coppermill Public House 205 Coppermill Lane, Walthamstow, London, E17 7HF"
The Drift Bar,"45 Selborne Walk, Walthamstow, London, E17 7JR"
Olfaclub,"46 St James Street, Walthamstow, London, E17 7PE"
Georgios Sports Bar,"30 St James Street, Walthamstow, London, E17 7PF"
The 800 Club,"Club 800 800 - 806 Lea Bridge Road, Walthamstow, London, E17 9DN"
Mother's Ruin,"Unit 18 Ravenswood Industrial Estate Shernhall Street, Walthamstow, London, E17 9HQ"
The Raglan,"The Lord Raglan Public House 199 Shernhall Street, Walthamstow, London, E17 9HX"
The Castle,"The Castle Public House 15 Grosvenor Rise East, Walthamstow, London, E17 9LB"
The Nags Head,"The Nags Head Public House 9 Orford Road, Walthamstow, London, E17 9LP"
Queens Arms,"The Queens Arms Public House 42 Orford Road, Walthamstow, London, E17 9NJ"
The Village Public House,"The Village Public House 31 Orford Road, Walthamstow, London, E17 9NL"
Orford House Social Club & Institute Ltd,"Orford House Social Club 73 Orford Road, Walthamstow, London, E17 9QL"
Walthamstow Conservative Club,"Conservative Carlton Club 76 Church Lane, Walthamstow, London, E17 9RW"
South Woodford Bowling Club,"Gordon Road, South Woodford, E18 1DR"
The Railway Bell Public House,"87 George Lane, South Woodford, E18 1JJ"
Lokkum of Woodford,"Woodford New Road, London, E18 2QD"
The George Public House,"70-74 High Road, South Woodford, E18 2QL"
Slug & Lettuce,"Slug & Lettuce  Unit 1 Tower Bridge House, St Katharines Way, London, E1W 1AA"
Dickens Inn,"Dickens Inn  St Katharines Docks, St Katharines Way, London, E1W 1LB"
Moretown Belle,"Moretown Belle, 5 Thomas More Square, London, E1W 1YW"
Champagne Route,"Champagne Route, 30 Gauging Square, London, E1W 2AE"
Studio Spaces Ltd,"Studio Spaces Ltd  Unit 2, 110 Pennington Street, London, E1W 2BB"
Captain Kidd,"Captain Kidd Public House, 108 Wapping High Street, London, E1W 2NE"
Town of Ramsgate,"Town of Ramsgate, 62 Wapping High Street, London, E1W 2PN"
Turners Old Star,"Turners Old Star Public House, 14 Watts Street, London, E1W 2QG"
The Dockers Inn,"Dockers Inn, 97 Wapping Lane, London, E1W 2RW"
Prospect of Whitby,"Prospect Of Whitby Public House, 57 Wapping Wall, London, E1W 3SH"
Top Cuvee Shoreditch,"Shop Cuvee, 250 Bethnal Green Road, London, E2 0AA"
Marquis Of Cornwallis,"Marquis Of Cornwallis Public House, 304 Bethnal Green Road, London, E2 0AG"
Coupette,"Coupette, 423 Bethnal Green Road, London, E2 0AN"
The Old George,"Old George Public House, 379 Bethnal Green Road, London, E2 0AN"
The Sun Tavern,"Sun Public House, 441 Bethnal Green Road, London, E2 0AN"
Bethnal Green Tavern,"Bethnal Green Tavern, 456 Bethnal Green Road, London, E2 0EA"
The Salmon & Ball,"Salmon And Ball, 502 Bethnal Green Road, London, E2 0EA"
The Shakespeare,"The Shakespeare Public House, 460 Bethnal Green Road, London, E2 0EA"
Backyard Bar,"Backyard Bar, 231-237 Cambridge Heath Road, London, E2 0EL"
The Camel Public House,"The Camel Public House, 277 Globe Road, London, E2 0JD"
The Florist Arms,"Florists Arms Public House, 255 Globe Road, London, E2 0JD"
Angel & Crown,"Angel And Crown Public House, 170 Roman Road, London, E2 0RY"
Carpenters Arms,"Carpenters Arms Public House, 73 Cheshire Street, London, E2 6EG"
GOPPA @ The Carpenters Arms,"Carpenters Arms Public House, 73 Cheshire Street, London, E2 6EG"
Pete Kastanis,"73 Cheshire Street, London, E2 6EG"
Kings Arms,"Kings Arms, 11a Buckfast Street, London, E2 6EY"
The Star of Bethnal Green,"The Star Of Bethnal Green, 359 Bethnal Green Road, London, E2 6LG"
Bethnal Green Working Mens Club,"Bethnal Green Working Mens Club, 42-46 Pollard Row, London, E2 6NB"
Alfie's Bar Locale,"Alfie's Bar Locale, 125-127 Bethnal Green Road, London, E2 7DG"
Well and Bucket,"Well And Bucket Public House, 143 Bethnal Green Road, London, E2 7DG"
Chiave Shoreditch,"Chiave Shoreditch, 36 Redchurch Street, London, E2 7DP"
The Owl & The Pussycat,"The Owl And The Pussycat Public House, 34 Redchurch Street, London, E2 7DP"
Mikkeller Bar London,"Mikkeller Bar London, 2-4 Hackney Road, London, E2 7NS"
Browns,"THE BROWNS 1 HACKNEY ROAD, Hackney, London, E2 7NX"
The Birdcage,"The Birdcage Public House, 80 Columbia Road, London, E2 7QB"
Dorset Estate Social Club,"Dorset Social Club Above Dorset Library, Ravenscroft Street, London, E2 7QX"
Royal Oak,"Royal Oak Public House, 73 Columbia Road, London, E2 7RG"
Nelsons Head PH,"The Nelsons Head Public House, 32 Horatio Street, London, E2 7SB"
The Marksman,"The Marksman, 254 Hackney Road, London, E2 7SJ"
Basing House,"25-27 KINGSLAND ROAD, Hackney, London, E2 8AA"
Spread Eagle,"3 KINGSLAND ROAD, Hackney, London, E2 8AA"
Dream Bags Jaguar Shoes,"32-36 KINGSLAND ROAD, Hackney, London, E2 8DA"
Rolling Stock,"48 KINGSLAND ROAD, Hackney, London, E2 8DA"
Without Papers Bar,"6 KINGSLAND ROAD, Hackney, London, E2 8DA"
Sager & Wilde,"THE BRITISH LION 193 HACKNEY ROAD, Hackney, London, E2 8JL"
Sebright Arms,"Sebright Arms Public House, 31-35 Coate Street, London, E2 9AG"
Perseverance,"Perseverance Public House, 110-112 Pritchards Road, London, E2 9AP"
The Hare,"Hare Tavern Public House, 505 Cambridge Heath Road, London, E2 9BU"
The Victory,"The Victory Public House, 27 Vyner Street, London, E2 9DQ"
The Queen Adelaide,"The Queen Adelaide, 483 Hackney Road, London, E2 9ED"
Love Shack,"Love Shack  Railway Arches, 297-299 Cambridge Heath Road, London, E2 9HA"
Mother Kelly's Bottle Shop & Tap Room,"Mother Kelly's Bottle Shop & Tap Room  Railway Arch 251, Paradise Row, London, E2 9LE"
The Dundee Arms,"Dundee Arms Public House, 339 Cambridge Heath Road, London, E2 9LH"
Approach Tavern,"Approach Tavern Public House, 47a Approach Road, London, E2 9LY"
Metropolis,"Metropolis, 234 Cambridge Heath Road, London, E2 9NN"
Satan's Whiskers,"Satan's Whiskers, 343-345 Cambridge Heath Road, London, E2 9RA"
Tap East,"7 International Square, Westfield Stratford City, Montfichet Road, Stratford, E20 1EE"
Prosecco Caffe,"8A The Arcade, Westfield Stratford City, Montfichet Road, Stratford, E20 1EH"
Genting Casino - Terrace Bar,"312 The Loft, Westfield Stratford City, Montfichet Road, Stratford, E20 1ET"
Mother Kellys E20,"27 - 30 Victory Parade, Stratford, London, E20 1FS"
Tina We Salute You,"2 Olympic Park Avenue, Stratford, London, E20 1FT"
The Cow,"4 Chestnut Plaza, Westfield Stratford City, Montfichet Road, Stratford, E20 1GL"
Outpost,"1 Westfield Avenue, Stratford, London, E20 1HZ"
The Little Driver,"The Little Driver Public House, 125 Bow Road, London, E3 2AN"
The Coborn,"The Coborn, 6-8 Coborn Road, London, E3 2DA"
Lanterna,"Lanterna, 6 Wyke Road, London, E3 2XD"
Dead Pedro's,"Bow Bells Public House, 116 Bow Road, London, E3 3AA"
The Bow Bells,"Bow Bells Public House, 116 Bow Road, London, E3 3AA"
Galvaniser's PH,"Galvaniser's PH, 2 Devas Street, London, E3 3FD"
The Beehive,"The Beehive Public House, 104 Empson Street, London, E3 3LT"
The Cherry,"The Cherry, 359 Mile End Road, London, E3 4QS"
Wentworth Arms,"Wentworth Arms, 127 Eric Street, London, E3 4SR"
Morgan Arms,"Morgan Arms, 43 Morgan Street, London, E3 5AA"
The Lord Tredegar,"The Lord Tredegar, 50 Lichfield Road, London, E3 5AL"
The Green Goose,"The Green Goose, 112 Anglo Road, London, E3 5HD"
Albert,"Albert Public House, 74 St Stephens Road, London, E3 5JL"
Eleanor Arms,"Eleanor Arms, 460 Old Ford Road, London, E3 5JP"
Young Prince,"Young Prince, 448 Roman Road, London, E3 5LU"
The Lord Morpeth PH,"Lord Morpeth Public House, 402 Old Ford Road, London, E3 5NR"
The Crown,"The Crown, 223 Grove Road, London, E3 5SN"
The Victoria,"The Victoria, 110 Grove Road, London, E3 5TH"
Rusty Bike Public House,"Rusty Bike Public House 134 - 138 Station Road, Chingford, London, E4 6AN"
The Queen Elizabeth,"The Queen Elizabeth Public House 95 Forest Side, Chingford, London, E4 6BA"
The Dove,"Friday Hill, Chingford, London, E4 6EL"
The Larkshall,"The Larkshall Public House 205 Larkshall Road, Chingford, London, E4 6NT"
The Greene Man,"The Green Man Public House 191 Old Church Road, Chingford, London, E4 6RB"
Royal Epping Forest Golf Club,"Royal Epping Forest Golf Club Forest Approach, Chingford, London, E4 7AZ"
The Kings Head,"The Kings Head Public House 2B Kings Head Hill, Chingford, London, E4 7EA"
United Services (Chingford) Club Ltd,"United Services Club 18 Kings Road, Chingford, London, E4 7EY"
The Royal Oak,"The Royal Oak Public House 219 Kings Head Hill, Chingford, London, E4 7PP"
King George Sailing Club,"Water Land King George Reservoir, Lea Valley Road, ENFIELD, E4 7PX"
The Connaught Club,"The Connaught Club 1 Rangers Road, Chingford, London, E4 7QH"
West Essex Golf Club Ltd,"West Essex Golf Club Bury Road, London, Waltham Abbey, Essex, E4 7QL"
The Plough,"The Plough PH, Sewardstone Road, Waltham Abbey, Essex, E4 7RJ"
Chingford Rugby Club Bar,"Cafe Chingford Golf Driving Range 293 Waltham Way, Chingford, London, E4 8AQ"
The Mount,"The Obelisk 30 - 32 Old Church Road, Chingford, London, E4 8DD"
Old Hall Tavern,"The Old Hall Tavern Public House 200 Hall Lane, Chingford, London, E4 8EY"
Scorpion Lounge,"7 Hall Lane, Chingford, London, E4 8HH"
Wishing Well,"11 Hall Lane, Chingford, London, E4 8HH"
Royal British Legion Club,"The Royal British Legion 65 - 67 Hall Lane, Chingford, London, E4 8HW"
The Kings Ford,"The Kings Ford Public House 250 - 252 Chingford Mount Road, Chingford, London, E4 8JL"
Silverthorn Bowls Club,"Silverthorn Bowling Club Ropers Avenue, Chingford, London, E4 9EJ"
The Function Room,"Bank Buildings 3A The Avenue, Chingford, London, E4 9LE"
Vino Tap,"2A Winchester Road, Chingford, London, E4 9LN"
The Stag & Lantern,"11 - 12 The Broadway, Chingford, London, E4 9LQ"
The County Arms,"The County Arms 420 Hale End Road, Chingford, London, E4 9PB"
The Elderfield,"57 ELDERFIELD ROAD, Hackney, London, E5 0LF"
Nodoby Asked Me,"BASEMENT AND GROUND FLOOR FRONT 88 CHATSWORTH ROAD, Hackney, London, E5 0LS"
Bizim Mekan Social Club,"130 CLARENCE ROAD, Hackney, London, E5 8DY"
Moyletts,"Moylett 181 Clarence Road London, Hackney, London, E5 8EE"
The Clapton Hart,"CLAPTON HART 231 LOWER CLAPTON ROAD, Hackney, London, E5 8EG"
Windsor Castle,"THE WINDSOR CASTLE 135 LOWER CLAPTON ROAD, Hackney, London, E5 8EQ"
The London Tavern,"THE TAVERN 92 RENDLESHAM ROAD, Hackney, London, E5 8PA"
The Anchor & Hope,"THE ANCHOR AND HOPE 15 HIGH HILL FERRY, Hackney, London, E5 9HG"
The Crooked Billet,"THE CROOKED BILLET 84 UPPER CLAPTON ROAD, Hackney, London, E5 9JP"
Princess Of Wales,"PRINCESS OF WALES PUBLIC HOUSE 146 LEA BRIDGE ROAD, Hackney, London, E5 9RB"
The Boleyn,"Boleyn Tavern, 1 Barking Road, East Ham, London, E6 1PW"
The Meeting Point,"200 - 202 High Street North, East Ham, London, E6 2JA"
Millers Well,"The Millers Well, 419 - 423 Barking Road, East Ham, London, E6 2JX"
Berneliu Uzeiga - Shepherds Inn,"Beckton Tavern, 16 Mary Rose Mall, Beckton, London, E6 5LX"
The Winsor House P H & Travel Inn Brewster Fayre,"Winsor Public House, 1 Woolwich Manor Way, Beckton, London, E6 5NT"
East Ham South Conservative Club,"1 Vicarage Lane, East Ham, London, E6 6AD"
The Red Lion,"80 High Street South, East Ham, London, E6 6ET"
Joyau,"Arch 353 Winchelsea Road, Forest Gate, London, E7 0AQ"
The Holly Tree Public House,"The Holly Tree Public House 141 Dames Road, Forest Gate, London, E7 0DZ"
The Ciderhouse,"Railway Arch 435, Cranmer Road, Forest Gate, London, E7 0JN"
The Rising Sun,"Rising Sun, 528 Romford Road, Forest Gate, London, E7 8AF"
Forest Tavern,"The Forest Tavern, 173 - 175 Forest Lane, Forest Gate, London, E7 9BB"
Fox & Hounds Public House,"The Fox And Hounds, 178 Forest Lane, Forest Gate, London, E7 9BB"
Pretty Decent Beer Co,"Arch 340 Sheridan Road, Forest Gate, London, E7 9EF"
Silver Avenue,"19 Upton Lane, Forest Gate, London, E7 9PA"
Hackney Church Brewery Co,"17 BOHEMIA PLACE, Hackney, London, E8 1DU"
The Cock Tavern,"THE COCK TAVERN 315 MARE STREET, Hackney, London, E8 1EJ"
Old Ship Hackney,"THE OLD SHIP 2 SYLVESTER PATH, Hackney, London, E8 1EN"
The Baxters Court,"BAXTER COURT 282 MARE STREET, Hackney, London, E8 1HE"
The DC Lion,"282 MARE STREET, Hackney, London, E8 1HE"
The Wishing Well,"THE CROWN 418 MARE STREET, Hackney, London, E8 1HP"
The Pembury Tavern,"90 AMHURST ROAD, Hackney, London, E8 1JH"
The Three Compasses,"99 DALSTON LANE, Hackney, London, E8 1NH"
Binch,"51 GREENWOOD ROAD, Hackney, London, E8 1NT"
All Good Beer (& plenty of wine.),"17 AMHURST TERRACE, Hackney, London, E8 2BT"
Ridley Road Market Bar,"49 RIDLEY ROAD, Hackney, London, E8 2NP"
Dalston Superstore,"117 KINGSLAND HIGH STREET, Hackney, London, E8 2PB"
The Victoria,"THE VICTORIA 451 QUEENSBRIDGE ROAD, Hackney, London, E8 3AS"
Farrs School of Dancing,"17-19 DALSTON LANE, Hackney, London, E8 3DF"
The Duke Of Richmond,"316 QUEENSBRIDGE ROAD, Hackney, London, E8 3NH"
Helgi's,"177 MARE STREET, Hackney, London, E8 3RH"
The Dolphin,"THE DOLPHIN 165 MARE STREET, Hackney, London, E8 3RH"
Sapori Dolci LTD,"UNCLE SAMS BAR 438 KINGSLAND ROAD, Hackney, London, E8 4AA"
The Haggerston,"THE HAGGERSTON 438 KINGSLAND ROAD, Hackney, London, E8 4AA"
Bar Lotus,"480 KINGSLAND ROAD, Hackney, London, E8 4AE"
Junction House,"578 KINGSLAND ROAD, Hackney, London, E8 4AH"
Off Broadway,"63-65 BROADWAY MARKET, Hackney, London, E8 4PH"
The Cat & Mutton,"THE CAT AND MUTTON 76 BROADWAY MARKET, Hackney, London, E8 4QJ"
The Dove Freehouse and Kitchen,"THE DOVE 24-28 BROADWAY MARKET, Hackney, London, E8 4QJ"
Diddy's Bar,"69 MARE STREET, Hackney, London, E8 4RG"
Viktor Wynd Limited T/A The Last Tuesday Society,"11 MARE STREET, Hackney, London, E8 4RP"
The Prince Edward,"THE PRINCE EDWARD 97 WICK ROAD, Hackney, London, E9 5AB"
The Eagle,"THE EAGLE 103 WICK ROAD, Hackney, London, E9 5AE"
Howling Hops,"Howling Hops  Unit 9 Queens Yard, 43 White Post Lane, London, E9 5EN"
HWK Coffee and Bar,"HWK3 Ltd Unit 2&5B, 29 White Post Lane, London, E9 5EN"
Lord Napier,"Lord Napier, 25 White Post Lane, London, E9 5EN"
Beer Merchants Tap,"99 WALLIS ROAD, Hackney, London, E9 5LN"
Grow Hackney,"RIGHT HAND SIDE UNIT 4 98 WALLIS ROAD, Hackney, London, E9 5LN"
Number 90 Ltd,"90 WALLIS ROAD, Hackney, London, E9 5LN"
Pearl,"11-13 PRINCE EDWARD ROAD, Hackney, London, E9 5LX"
The Adam & Eve,"THE ADAM AND EVE 155 HOMERTON HIGH STREET, Hackney, London, E9 6AS"
The Spread Eagle (RDHC Ltd),"224 HOMERTON HIGH STREET, Hackney, London, E9 6AS"
Chesham Arms,"THE CHESHAM ARMS 15 MEHETABEL ROAD, Hackney, London, E9 6DU"
The Gun,"235 Well Street Hackney, Hackney, London, E9 6FE"
The Globe,"THE GLOBE 20 MORNING LANE, Hackney, London, E9 6NA"
In Vino Veritas,"271 WELL STREET, Hackney, London, E9 6RG"
The Kenton,"THE KENTON ARMS 38 KENTON ROAD, Hackney, London, E9 7AB"
Peoples Park Tavern,"360 VICTORIA PARK ROAD, Hackney, London, E9 7BT"
Mossbourne Victoria Park Academy,"VICTORIA PARK ROAD, Hackney, London, E9 7HD"
The Hawke,"233-235 VICTORIA PARK ROAD, Hackney, London, E9 7HD"
Royal Inn on The Park,"THE ROYAL INN ON THE PARK 111 LAURISTON ROAD, Hackney, London, E9 7HJ"
The Hemingway Pub,"THE HEMMINGWAY 84 VICTORIA PARK ROAD, Hackney, London, E9 7JL"
The Lauriston Pub,"162 VICTORIA PARK ROAD, Hackney, London, E9 7JN"
Empress,"1 EMPRESS COURT 130A LAURISTON ROAD, Hackney, London, E9 7LH"
The Fable,"60 Holborn Viaduct, London, EC1A 2FD"
The Lord Raglan,"61 St Martin's-Le-Grand, London, EC1A 4ER"
Viaduct Tavern Public House,"126 Newgate Street, London, EC1A 7AA"
The Lamb And Trotter,"6 Little Britain, London, EC1A 7BX"
Hand & Shears Public House,"Hand And Shears Public House, 1 Middle Street, London, EC1A 7JA"
The Rising Sun Public House,"38 Cloth Fair, London, EC1A 7JQ"
56 WS Wine Bar & Shop,"56 West Smithfield, London, EC1A 9DS"
Club Gascon,"57 West Smithfield, London, EC1A 9DS"
Balfour St Bart's,"66 West Smithfield, London, EC1A 9DY"
The Butcher's Hook And Cleaver,"The Butcher's Hook And Cleaver Public House, 61 West Smithfield, London, EC1A 9DY"
Old Red Cow,"The Old Red Cow Public House, 71-72 Long Lane, London, EC1A 9EJ"
Bishops Finger,"The Bishops Finger Public House, 9-10 West Smithfield, London, EC1A 9JR"
Karaoke Box,"Jarvis House, 12 Smithfield Street, London, EC1A 9LA"
Urban Golf Smithfields,"Golf Club Jarvis House, 12 Smithfield Street, London, EC1A 9LA"
Piano Smithfield,"14 Long Lane, London, EC1A 9PN"
Sir John Oldcastle,"Farringdon Point, 29-35 Farringdon Road, London, EC1M 3JF"
Vinoteca,"Vinoteca, Ground Floor, 7-9 St John Street, London, EC1M 4AA"
The White Bear,"The White Bear, 57 St John Street, London, EC1M 4AN, EC1M 4AN"
Space Talk,"Space Talk, Basement And Ground Floor, 18-20 St John Street, London, EC1M 4AY"
Clerkenwell & Social,"Clerkenwell & Social, Ground And Lower Ground Floors, 2-5 St John's Square, London, EC1M 4DE"
The Chocolate Cocktail Club,"The Chocolate Cocktail Club, 72 St John Street, London, EC1M 4DT, EC1M 4DT"
Crown & Pepper Farringdon,"Crown & Pepper Farringdon, Unit 5 Cowcross Place, Cowcross Street, London, EC1M 5UG"
The Boundary,"The Boundary, Unit 4 Cowcross Place, Cowcross Street, London, EC1M 5UG"
The Holy Tavern,"The Holy Tavern, Basement And Ground Floor, 55 Britton Street, London, EC1M 5UQ"
The Fox and Anchor,"The Fox and Anchor, 115 Charterhouse Street, London, EC1M 6AA, EC1M 6AA"
The Hope,"The Hope, 94 Cowcross Street, London, EC1M 6BH, EC1M 6BH"
Fabric,"Fabric, Basement And Ground Floor, 77A Charterhouse Street, London, EC1M 6BN"
The Fence,"The Fence, Public House, 67-69A Cowcross Street, London, EC1M 6BP"
Three Compasses / Bouchon Racine,"Three Compasses / Bouchon Racine, 66 Cowcross Street, London, EC1M 6BP, EC1M 6BP"
The Castle,"The Castle, 34-35 Cowcross Street, London, EC1M 6DB, EC1M 6DB"
Simmons Farringdon,"Simmons Farringdon, 105 Charterhouse Street, London, EC1M 6HW, EC1M 6HW"
Smithfield Tap,"Smithfield Tap, Basement - First Floors, 38 Charterhouse Street, London, EC1M 6JH"
Be At One Farringdon,"Be At One Farringdon, Basement And Ground Floor Lindsey House, 40-42 Charterhouse Street, London, EC1M 6JN"
The Shakespeare,"The Shakespeare Public House, 2 Goswell Road, London, EC1M 7AA"
Bounce,"121 Holborn, London, EC1N 2TD"
Ye Olde Mitre,"1 Ely Court, London, EC1N 6SJ"
Sir Christopher Hatton,"4 Leather Lane, London, EC1N 7RA"
Craft Beer Company,"82 Leather Lane, London, EC1N 7TR"
The Hat & Tun,"3 Hatton Wall, London, EC1N 8HX"
The Argyle,"1 Greville Street, London, EC1N 8PQ"
The One Tun,"125 Saffron Hill, London, EC1N 8QS"
Scottish Malt Whisky Society,"19 Greville Street, London, EC1N 8SQ"
The Bleeding Heart Tavern,"19 Greville Street, London, EC1N 8SQ"
The Horseshoe Public House,"The Horseshoe Public House, 24 Clerkenwell Close, London, EC1R 0AG, EC1R 0AG"
The Marion Anderson PH,"The Marion Anderson PH, Ground Floor, 28-32 Bowling Green Lane, London, EC1R 0BJ"
The Green,"The Green, 29 Clerkenwell Green, London, EC1R 0DU, EC1R 0DU"
Three Kings Public House,"Three Kings Public House, 7 Clerkenwell Close, London, EC1R 0DY, EC1R 0DY"
The Crown Tavern,"The Crown Tavern, 43 Clerkenwell Green, London, EC1R 0EG, EC1R 0EG"
Sekforde Arms,"Sekforde Arms, Sekforde Arms, 34 Sekforde Street, London, EC1R 0HA"
Bourne & Hollingsworth Buildings,"Bourne & Hollingsworth Buildings, Basement To First, 42 Northampton Road, London, EC1R 0HU"
The George & Monkey,"The George & Monkey, 68 Amwell Street, London, EC1R 1UU, EC1R 1UU"
The Harlequin Public House,"The Harlequin Public House, 27 Arlington Way, London, EC1R 1UY, EC1R 1UY"
The Shakespeare's Head Public House,"The Shakespeare's Head Public House, 1 Arlington Way, London, EC1R 1XA, EC1R 1XA"
Eagle Public House,"Eagle Public House, 159 Farringdon Road, London, EC1R 3AL, EC1R 3AL"
City Pride Public House,"City Pride Public House, 28 Farringdon Lane, London, EC1R 3AU, EC1R 3AU"
The Betsey Trotwood,"The Betsey Trotwood, 56 Farringdon Road, London, EC1R 3BL, EC1R 3BL"
Ninth Ward London,"Ninth Ward London, Ground Floor Front, 99-101 Farringdon Road, London, EC1R 3BT"
Piano Works,"Piano Works, The Piano Works, 113-117 Farringdon Road, London, EC1R 3BT"
The Clerkenwell Tavern,"The Clerkenwell Tavern, 2 Exmouth Market, London, EC1R 4PX, EC1R 4PX"
Around,"Around, Basement and Ground Floor, 27 Exmouth Market, London, EC1R 4QL"
Cafe Kick,"Cafe Kick, Shop, 43 Exmouth Market, London, EC1R 4QL"
Mikkeller Brew Pub,"Mikkeller Brew Pub, 37 Exmouth Market, London, EC1R 4QL, EC1R 4QL"
The Exmouth Arms,"The Exmouth Arms, 23 Exmouth Market, London, EC1R 4QL, EC1R 4QL"
Wilmington Arms,"Wilmington Arms, 69 Rosebery Avenue, London, EC1R 4RL, EC1R 4RL"
Old China Hand,"Old China Hand, Ground Floor, 8 Tysoe Street, London, EC1R 4RQ"
The Griffin,"125 Clerkenwell Road, London, EC1R 5DB"
The Clerk and Well,"156 Clerkenwell Road, London, EC1R 5DU"
Gunmakers Arms,"13 Eyre Street Hill, EC1R 5ET"
Sutton Arms,"Sutton Arms, 16 Great Sutton Street, London, EC1V 0DN, EC1V 0DN"
The 1920 Bar,"The 1920 Bar, Ground Floor, 19-20 Great Sutton Street, London, EC1V 0DR"
The Slaughtered Lamb,"The Slaughtered Lamb, Ground Floor, 34-35 Great Sutton Street, London, EC1V 0DX"
Electrowerkz,"Electrowerkz, 7 Torrens Street, London, EC1V 1NQ, EC1V 1NQ"
Royal Star Public House,"Royal Star Public House, 220 City Road, London, EC1V 2PN, EC1V 2PN"
Britannia Public House,"Britannia Public House, 94 Ironmonger Row, London, EC1V 3QR, EC1V 3QR"
The Artisan,"The Artisan, Basement And Ground Floor St Johns House, 53-54 St John's Square, London, EC1V 4JL"
The Dovetail,"The Dovetail, Basement And Ground Floor, 9-10 Jerusalem Passage, London, EC1V 4JP"
Old Red Lion Public House,"Old Red Lion Public House, 418 St John Street, London, EC1V 4NJ, EC1V 4NJ"
Dame Alice Owen Public House,"Dame Alice Owen Public House, Ground Floor, 292-294 St John Street, London, EC1V 4PA"
The Corner Bar / Charlie's Cantina,"The Corner Bar / Charlie's Cantina, 125 Central Street, London, EC1V 8AP, EC1V 8AP"
The Mad Hatter,"The Mad Hatter, 44 Old Street, London, EC1V 9AQ, EC1V 9AQ"
Masque Haunt Public House,"Masque Haunt Public House, The Masque Haunt Bentima House, 168-172 Old Street, London, EC1V 9BP"
The Roundabout Old Street,"The Roundabout Old Street, Public House Classic House, 174-180 Old Street, London, EC1V 9BP"
EDO IZAKAYA,"EDO IZAKAYA, 154 Old Street, London, EC1V 9BW, EC1V 9BW"
NQ64,"NQ64, Basement Albert House, 256-260 Old Street, London, EC1V 9DD"
The Horns,"The Horns, 262-264 Old Street, London, EC1V 9DD, EC1V 9DD"
The Old Fountain Public House,"The Old Fountain Public House, 3 Baldwin Street, London, EC1V 9NU, EC1V 9NU"
For Your Eyes Only,"For Your Eyes Only, 23 City Road, London, EC1Y 1AG, EC1Y 1AG"
Singer,"Singer, 1-5 City Road, London, EC1Y 1AG, EC1Y 1AG"
The Angel Public House,"The Angel Public House, 73 City Road, London, EC1Y 1BD, EC1Y 1BD"
The Honourable Artillery Company,"The Honourable Artillery Company, Armoury House, City Road, London, EC1Y 2BQ"
Two Brewers Public House,"Two Brewers Public House, 121 Whitecross Street, London, EC1Y 8JH, EC1Y 8JH"
Artillery Arms Public House,"Artillery Arms Public House, 102 Bunhill Row, London, EC1Y 8ND, EC1Y 8ND"
The Whitecross Tap,"The Whitecross Tap, 142-146 Whitecross Street, London, EC1Y 8QJ, EC1Y 8QJ"
Finch's PH,"Finch's PH, Ground Floor Planet House, 12A Finsbury Square, London, EC2A 1AN"
All Bar One,"All Bar One, 127 Finsbury Pavement, London, EC2A 1NS, EC2A 1NS"
Platform Shoreditch,"Platform Shoreditch, 2B Worship Street, London, EC2A 2AH, EC2A 2AH"
The 1 Bar,"18 APPOLD STREET, Hackney, London, EC2A 2AS"
Back To Mine,"10 Exchange Square, London, EC2A 2BR"
The Flying Horse,"THE FLYING HORSE 52 WILSON STREET, Hackney, London, EC2A 2ER"
Ninetyeight Bar and Lounge,"98 CURTAIN ROAD, Hackney, London, EC2A 3AF"
The LightHouse,"66-68 RIVINGTON STREET, Hackney, London, EC2A 3AY"
Lounge Bohemia,"BASEMENT 1 GREAT EASTERN STREET, Hackney, London, EC2A 3EJ"
The Old Blue Last,"38 GREAT EASTERN STREET, Hackney, London, EC2A 3ES"
Queen of Hoxton,"QUEEN OF HOXTON 1-5 CURTAIN ROAD, Hackney, London, EC2A 3JX"
The Horse And Groom,"THE HORSE AND GROOM 28 CURTAIN ROAD, Hackney, London, EC2A 3NZ"
The Bricklayers Arms,"THE BRICKLAYERS ARMS 63 CHARLOTTE ROAD, Hackney, London, EC2A 3PE"
