calc_postcode_district,calc_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,photo_url1,photo_url2,photo_url3,photo_url4,photo_url5,founded,description,has_pub_garden,has_live_music,has_food_available,has_dog_friendly,has_pool_darts,has_accommodation,addr_housenumber,addr_street,phone,website,wikidata,opening_hours,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,opening_hours_e,opening_hours_f,conf_description,conf_phone,conf_founded,conf_operator,conf_has_pub_garden,conf_has_live_music,has_live_sport_tv,conf_has_live_sport_tv,conf_has_food_available,conf_has_dog_friendly,conf_has_pool_darts,conf_has_accommodation,fc_status,fc_error,fc_quality_flags,fc_quality_note,
EC1A,EC,way,100835971,way/100835971,51.5184882,-0.1019137,The Bishops Finger,,,,,,,,"The Bishops Finger is a London pub close to Smithfield Market, known for serving fresh market produce and freshly-prepared dishes, including some of the market’s finest meat. It offers a crowd-pleasing menu of modern pub food with a raft of daily specials, alongside a superb selection of ales, lagers, wines and spirits. The pub has a charming, traditional ground-floor bar with plenty of comfortable seating, plus a private-hire function room on the first floor for special occasions. There are also a few tables outside for summer.",TRUE,,TRUE,,,,9-10,West Smithfield,,https://www.thebishopsfinger.co.uk/,,,,,,,,,0.93,0,0,0.35,0.75,0,,0,0.95,0,0,0,ok,,,,
EC1A,EC,way,146986827,way/146986827,51.5187908,-0.1004541,The Butcher's Hook and Cleaver,Fuller's,,,,,,,"The Butchers Hook & Cleaver is a recently refurbished, lively pub located right next door to Smithfield Market in London (EC1). It serves a delicious seasonal menu with refined pub classics made from fresh, seasonal ingredients, alongside a wide range of beers including modern craft beers and cask classics. The venue also offers facilities for dining, private events and functions rooms for occasions such as business meetings, weddings and birthdays. Accessibility features include step-free access, air conditioning, baby changing facilities and free WiFi. Dogs are welcomed and assistance dogs are mentioned.",,,TRUE,TRUE,,,61,West Smithfield,020 7600 9181,https://www.butchershookandcleaver.co.uk/,,,,,,,,,0.86,0.98,0,0.55,0,0,,0,0.98,0.9,0,0,ok,,,,
EC1A,EC,way,430448024,way/430448024,51.5193253,-0.0987778,The Hand & Shears,,https://commons.wikimedia.org/wiki/Special:FilePath/Hand_and_Shears%2C_Farringdon%2C_EC1_(2835149161).jpg,,,,,1532,"The Hand & Shears is a historic Grade 1 listed pub in Smithfield, London (1 Middle Street, Cloth Fair, EC1A 7JA), established in 1532. It’s described as Smithfield’s only historic Grade 1 listed pub, conveniently located next to Barbican and close to Smithfield Meat Market. The pub is known for real ales and craft beers, including Timothy Tailors Landlord, a house beer brewed specially for the pub, plus Camden Lager, seasonal local beers and ciders, and an extensive wine list. There’s also an upstairs function room with a 55"" TV for bookings and private hire. Kitchen offers bar snacks such as award-winning pork pies.",,,TRUE,,,,1,Middle Street,+44-20-7600-0257,https://thehandandshears.com/,Q17361851,Mo-Fr 12:00-23:00,,,,,,,0.92,0.95,0.95,0,0,0,,0,0.9,0,0,0,ok,,,,
EC1A,EC,way,147191437,way/147191437,51.5165523,-0.0965952,The Lord Raglan,Greene King,,,,,,,"The Lord Raglan (Holborn) is a historic pub built on an ancient site in Barbican, with a family-friendly atmosphere. It offers cask ales and traditional pub food, with a menu and Sunday roasts highlighted. There’s also outdoor seating described as idyllic, plus a games area featuring pool tables and a dartboard, including interactive darts. Sports fans can watch live sport with Sky Sports and TNT Sports, and the venue promotes events like the Six Nations and live football. The page also mentions functions and a function room for celebrations.",,,TRUE,TRUE,TRUE,,61,St. Martin's Le Grand,,https://www.greeneking.co.uk/pubs/greater-london/lord-raglan,,Mo-Fr 11:00-23:00, Sa 11:00-19:30, Su Off,,,,,0.86,0,0,0.55,0.55,0,TRUE,0.95,0.95,0.9,0.95,0,ok,,,,
EC1A,EC,way,170525606,way/170525606,51.5162941,-0.1016804,The Viaduct Tavern,Fuller's,https://commons.wikimedia.org/wiki/Special:FilePath/Viaduct_Tavern%2C_St_Pauls%2C_EC1_(2580383389).jpg,,,,,,"The Viaduct Tavern is a friendly, welcoming traditional gin palace in the heart of London near St Paul’s, surrounded by historic landmarks. It offers a dining menu featuring toasties and pies to accompany your drink, with food served daily during set times. The pub is described as historic and includes features such as step-free access, free WiFi, a covered smoking area, and assistance dogs welcome. It also caters for private events, from meetings to celebrations, and provides booking options for tables and private hire.",,,TRUE,TRUE,,,126,Newgate Street,+44 20 7600 1863,https://www.viaducttavern.co.uk/,Q17030424,Mo-Fr 11:00-23:00,,,,,,,0.86,0.95,0,0.55,0,0,,0,0.95,0.95,0,0,ok,,,,
EC1M,EC,way,147004014,way/147004014,51.5202618,-0.10139,Barsmith,,,,,,,,,,,,,,,18-20,St. John Street,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1M,EC,node,280525285,node/280525285,51.5221729,-0.1032382,Clerkenwell Social,,,,,,,,,,,,,,,2-5,St John's Square,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1M,EC,way,97175520,way/97175520,51.5204378,-0.1007573,Fox and Anchor,Young's,https://commons.wikimedia.org/wiki/Special:FilePath/Fox_and_Anchor%2C_Farringdon%2C_EC1_(2486430867).jpg,,,,,,"The Fox & Anchor is a historic London pub in Farringdon, sat on the edge of Smithfield Market. It’s known for great beer with regularly changing guest ales, plus hearty food such as City Boy Breakfasts (with a pint of Guinness) and steaks, including Cote de Boeuf, lamb shanks and venison. The pub also has six bedrooms above it, with features like roll-top tubs, snacks, posh coffee machines and a private terrace. There are Sunday roasts, cocktails made onsite, and it shows FIFA World Cup 2026 matches live on big screens.",,,TRUE,,,TRUE,115,Charterhouse Street,+44-20-7250-1300,https://www.foxandanchor.com/,Q17361847,,,,,,,,0.95,0.98,0,0.35,0,0,TRUE,0.95,0.98,0,0,0.98,ok,,,,
EC1M,EC,supabase,,3ed679cd-1ddd-4fab-9604-085dfb83983f,51.5235,-0.099228,Hat & Feathers,Hotel Indigo / IHG (hotel operation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1M,EC,way,42935883,way/42935883,51.5195269,-0.102759,Smiths of Smithfield,,https://commons.wikimedia.org/wiki/Special:FilePath/67-77_Charterhouse_Street%2C_London_2.jpg,,,,,,"Smiths of Smithfield in Farringdon is a multi-floor venue with a rooftop restaurant, steakhouse and a lively bar. No.3 Rooftop offers an award-winning, seafood-led menu with an outdoor heated terrace and panoramic City views. The Grill is a classic steakhouse with steaks sourced from Smithfield Market, plus an award-winning wine list. The Bar serves street-food inspired sharing options and breakfast from 7.30am, and it “comes alive at night” with a party atmosphere. The venue also has bookable private rooms and flexible event spaces, including options for meetings, private dining, celebrations and weddings.",TRUE,,TRUE,,,,67-77,Charterhouse Street,+44 207 251 7950,https://www.smithsofsmithfield.co.uk,Q27086035,Mo-Fr 07:30-23:00, Sa 10:00-22:00,,,,,,0.93,0,0,0.55,0.9,0,TRUE,0.95,0.95,0,0,0,ok,,,,
EC1M,EC,supabase,,25bcbd83-7ba6-48d1-afc6-aab6b9c81fea,51.5205,-0.101502,St John,,,,,,,,,,,,,,,,,(020) 7251 0848,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1M,EC,node,593553106,node/593553106,51.5204548,-0.1033955,The Boundary,Stonegate,,,,,,,"The Boundary Farringdon is a vibrant pub near Farringdon Station. It’s dog-friendly and offers delicious food, with food served today from 12:00 PM–8:00 PM. The venue has a lively games setup including a pool table and dartboard, plus real ale and HD screens. Sports fans can watch LaLiga TV and NFL Game Pass, with Sky Sports and TNT Sports, and it also lists Sky TV. There’s a beer garden/outside area and children are welcome until 7pm when accompanied by an adult. The pub also supports private events and bookings.",TRUE,,TRUE,TRUE,TRUE,,,Cowcross Street,,https://www.socialpubandkitchen.co.uk/boundary-farringdon,,,,,,,,,0.86,0,0,0,0.9,0,TRUE,0.9,0.95,0.85,0.95,0,ok,,,,
EC1M,EC,node,475933772,node/475933772,51.5202193,-0.1041739,The Castle,Mitchells & Butlers,https://commons.wikimedia.org/wiki/Special:FilePath/Castle%2C_Farringdon%2C_EC1_(4387562169).jpg,,,,,1867,"The Castle Farringdon is a British pub in London offering a laid-back, welcoming drinking and dining experience with “quirky charm” and individuality. The site highlights an explorative drinks menu and “tempting and flavoursome food”, with options for a lazy lunch or post-work get-together. There are also links to book a table online, order at table, and gift cards. The page includes opening hours, a London address on Cowcross Street, and a contact phone number.",,,TRUE,,,,34-35,Cowcross Street,2075537621,https://www.thecastlefarringdon.co.uk/,Q27080326,Mo-Su 10:00-23:00,,,,,,,0.86,0.9,0,0,0,0,,0,0.78,0,0,0,ok,,,,
EC1M,EC,way,503225516,way/503225516,51.5200026,-0.1037472,The Fence,Fuller's,,,,,,,"The Fence is a Fuller's pub in Farringdon (67–69 Cowcross Street) with a large, “largest and coolest” beer garden that can accommodate up to 150 guests. It offers a menu of refined pub classics made with fresh, seasonal ingredients, alongside a well-stocked bar featuring modern craft beers and cask classics. The venue also supports private events, with functions rooms for occasions from business meetings to weddings and birthdays. The pub is dog friendly (with an exception on Thursdays from 5PM) and offers features such as board games, free Wi‑Fi, baby changing facilities, and an air-conditioned space.",TRUE,,TRUE,TRUE,,,67-69A,Cowcross Street,020 7250 3414,https://www.thefenceuk.co.uk/,,,,,,,,,0.9,0.95,0,0.7,0.95,0,,0,0.95,0.9,0,0,ok,,,,
EC1M,EC,way,186152883,way/186152883,51.5217751,-0.104037,The Holy Tavern,St Peter's Brewery,https://commons.wikimedia.org/wiki/Special:FilePath/Jerusalem_Tavern%2C_Clerkenwell%2C_EC1_(2486436333).jpg,,,,,,,,,,,,,55,Britton Street,,,Q27083724,Mo-Sa 12:00-23:00, Su 12:00-21:30,,,,,,,,,,,,,,,,,,,,,,
EC1M,EC,way,146989396,way/146989396,51.5197721,-0.1021298,The Hope,Young's,https://commons.wikimedia.org/wiki/Special:FilePath/Hope%2C_Farringdon%2C_EC1_(2486425799).jpg,,,,,1790,Snug gathering place established in 1790 serves a menu of pub fare with a focus on savoury pies.,,,TRUE,,,,94,Cowcross Street,+44-20-7250-1442,,Q16994281,,,,,,,,,,,,,,,,,,,,scrape_failed,"firecrawl:DNS resolution failed for hostname ""www.thehopesmithfields.co.uk"". This means the domain name could not be translated to",scrape_failed,"firecrawl:DNS resolution failed for hostname ""www.thehopesmithfields.co.uk"". This means the domain name could not be translated to",
EC1M,EC,way,569138325,way/569138325,51.5198291,-0.105994,The Sir John Oldcastle,Wetherspoon,https://commons.wikimedia.org/wiki/Special:FilePath/Sir_John_Oldcastle%2C_Farringdon%2C_EC1.jpg,,,,,,"The Sir John Oldcastle is a JD Wetherspoon pub at 29–35 Farringdon Road in Farringdon, open from early morning until late (typically 11:30pm, with later closing on Thu–Sat). It offers Wi‑Fi and TV screens, and encourages ordering food and drinks to your table via the Wetherspoon app. The page highlights children’s meals priced at £4.99 and £5.75, served with a drink, fruit and at least two of their five-a-day. The pub’s history notes it was already established by 1680 and is named after The Sir John Oldcastle Tavern, linked to nearby Sir John’s mansion and thought to have inspired Shakespeare’s Falstaff.",,,TRUE,,,,29-35,Farringdon Road,+44 20 7242 1013,https://www.jdwetherspoon.com/pubs/the-sir-john-oldcastle-farringdon,Q88973876,Su-We 08:00-23:30, Th-Sa 08:00-24:00,,,,,,0.78,0.95,0,0.9,0,0,,0,0.85,0,0,0,ok,,,,
EC1M,EC,way,568747636,way/568747636,51.5192701,-0.1037567,The Smithfield Market Arms,,,,,,,,"Temple of Art and Music Smithfield has taken over the former Brewdog Smithfield and Draught House site in Farringdon. It’s set on two floors with two bars serving cocktails, wines and craft beer, plus a fusion menu from the West Indies and Vietnam, with meat procured from Smithfield’s meat market. The venue is known for live music including Jazz, Blues, Neo Soul, Latin Jam and late DJs at weekends, and is described as an ideal pre-Fabric spot. The page also lists multiple nearby bars/venues with their own addresses and bar opening times.",,TRUE,TRUE,,,,55,Charterhouse Street,,https://www.tam.tv/locations/smithfield,,,,,,,,,0.86,0,0,0.78,0,0.95,,0,0.9,0,0,0,ok,,possible_wrong_website,"The markdown describes multiple venues (e.g., THE HOPE, THE BUTCHERS HOOK & CLEAVER, THE EAGLE, THE SIR JOHN OLDCASTLE - JD WETHERSPOON, THE CASTLE) and focuses on TAM Smithfield & Farringdon, which may not match the specific pub name 'The Smithfield Market Arms' provided in context.",
EC1M,EC,way,203530059,way/203530059,51.5207031,-0.098165,The Sutton Arms,Fuller's,,,,,,,"The Sutton Arms is a traditional pub in Barbican on Carthusian Street (EC1), bringing together world wines, craft beers and British cheeses. It offers dining focused on charcuterie boards with premium Spanish and Italian meats, fresh breads, and a selection of British cheeses, plus toasties. The pub also supports private events and has a “What’s On” section for the local Barbican area. There’s live sport listed, and the bar features a range of beers on cask and keg as well as wine dispensing machines. The venue is described as historic and includes features like free WiFi and paid parking nearby.",,,TRUE,TRUE,,,6,Carthusian Street,0207 2530723,https://www.sutton-arms.co.uk/,,Mo-Fr 12:00-23:00,,,,,,,0.9,0.95,0,0.55,0,0,TRUE,0.9,0.95,0.9,0,0,ok,,,,
EC1M,EC,way,502991820,way/502991820,51.5199995,-0.1039062,The Three Compasses,,,,,,,,,,,,,,,66,Cowcross Street,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1M,EC,way,147495191,way/147495191,51.5211978,-0.1017737,White Bear,,https://commons.wikimedia.org/wiki/Special:FilePath/White_Bear%2C_Smithfield%2C_EC1_(3587493695).jpg,,,,,,"White Bear is an independent pub in Farringdon, a short walk from Smithfield Market, Farringdon Station and the Elizabeth Line. It’s a lovingly restored 18th-century pub with pillar stones of the Great British Pub, given a modern twist. The venue offers rotating craft beers, artisan pizzas, cocktails and quality wines, with kitchen times listed through the week. There’s also a “Pizza Pick-Up” option and a booking system for groups.",,,TRUE,,,,57,St. John Street,,https://www.whitebearfarringdon.com/,Q17031032,,,,,,,,0.86,0,0,0,0,0,,0,0.95,0,0,0,ok,,,,
EC1N,EC,node,338472534,node/338472534,51.5181575,-0.1088985,Sir Christopher Hatton,Nicholson's,,,,,,,"The Sir Christopher Hatton is an historic city-centre pub on Leather Lane in Hatton Gardens, London. It takes its name from Sir Christopher Hatton, Lord Chancellor of England, and the site is linked to Hatton House and the Hatton Garden jewellery trade. The pub is positioned as a place for “perfect pints” and British pub classics, with unbeatable pies and tempting dishes on British pub classic menus. It offers table booking and also order options for collection, and the team can help with large group bookings, parties, and private room hire. Opening hours are listed, and it’s described as a short walk from several central London attractions and stations.",,,TRUE,,,,4,Leather Lane,+44 20 7404 9436,https://www.nicholsonspubs.co.uk/restaurants/london/thesirchristopherhattonhattongardenlondon,,"Mo-Th 10:00-23:30, Fr,Sa 10:00-00:30, Su 10:00-22:30",,,,,,,0.86,0.95,0,0.72,0,0,,0,0.9,0,0,0,ok,,,,
EC1N,EC,node,338463555,node/338463555,51.5190993,-0.1088628,The Argyle,,,,,,,,,,,,,,,1,Greville Street,,,,"Mo-Fr 11:30-23:00, Sa 12:00-20:00",,,,,,,,,,,,,,,,,,,,,,,
EC1N,EC,way,569138307,way/569138307,51.5193878,-0.1069636,The Bleeding Heart Tavern,,,,,,,1983,"The Bleeding Heart Tavern is a bar and restaurant on the corner of the Yard and Greville Street. It has “returned back to its roots” and re-opened its famous bar, which first opened in 1983. The tavern offers an extensive wine selection, including 25 wines by the glass and 400 by the bottle, alongside a re-charged rotisserie with a regularly changing repertoire of British “birds and beasts”. There’s also a robustly flavoured à la carte menu. The tavern takes bookings for up to 8 guests and has a last food order time listed in its opening times. A Tavern Menu PDF is available.",,,TRUE,,,,19,Greville Street,,https://bleedingheart.co.uk/tavern,,,,,,,,,0.9,0,0.85,0,0,0,,0,0.9,0,0,0,ok,,,,
EC1N,EC,way,257148829,way/257148829,51.5212422,-0.1097134,The Craft Beer Co.,The Craft Beer Co.,,,,,,2011,"The Craft Beer Co. Clerkenwell is a craft beer bar in 82 Leather Lane, Clerkenwell, known for its distinctive glass ceiling and chandelier. Since opening in July 2011 on Leather Lane, it has built a reputation for an extensive beer range, including 21 keg lines, 16 cask pumps, and 200+ bottles & cans. The pub offers sharing platters and a selection of pies, scotch eggs and other snacks, plus an upstairs lounge for private bookings. It also highlights hosting breweries from around the world and provides a reservation option.",,,TRUE,,,,82,Leather Lane,020 7671 0906,http://www.thecraftbeerco.com/clerkenwell/,,Mo-Sa 12:00-23:00, Su 12:00-23:00,,,,,,0.9,0.95,0.85,0.8,0,0,,0,0.9,0,0,0,ok,,,,
EC1N,EC,way,572670795,way/572670795,51.5217553,-0.1081237,The Hat and Tun,,,,,,,,"The Hat and Tun is a pub offering £5 pints all day, every day, with a choice of lagers, pale ales, stouts and ciders—ideal for lunch meetings, work drinks or an end-of-day cheers. The venue also promotes live sport, including African Cup of Nations, FA Cup, Premier League and Champions League action, with “giant” screens for watching the games. Bookings are available via an online booking widget for drinks and dining, including options for up to 12 guests and for private dining/events for 13+ guests.",,,,,,,3,Hatton Wall,+44 20 7242 4747,https://www.thehatandtun.com,,Mo-Fr 12:00-23:00,,,,,,,0.78,0,0,0,0,0,TRUE,0.9,0.2,0,0,0,ok,,,,
EC1N,EC,way,98515735,way/98515735,51.5197627,-0.1064501,The One Tun,,,,,,,,,,,,,,,125,Saffron Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1N,EC,way,420644092,way/420644092,51.5184292,-0.1073989,Ye Olde Mitre,Fuller's,https://commons.wikimedia.org/wiki/Special:FilePath/Ye_Olde_Mitre_Tavern_-_geograph.org.uk_-_763877.jpg,,,,,,"Ye Olde Mitre is a historic London pub set in Ely Court, Ely Place. It’s known for traditional pub-keeping, with a wealth of real ales on tap and a friendly team behind the bar. The pub offers dining with home-made bar snacks made from fresh, seasonal ingredients, plus toasties. There’s also an upstairs room for private events, suitable for business meetings and celebrations. Visitors can enjoy features such as a real fire, free WiFi, an air-conditioned venue, a covered smoking area, and outside seating. Assistance dogs are welcome, and the pub also lists board games and paid parking nearby.",TRUE,,TRUE,,,,1,Ely Court,+44-20-7405-4751,https://www.yeoldemitreholborn.co.uk/,Q15979621,,,,,,,,0.9,0.95,0,0.55,0.75,0,,0,0.95,0.7,0,0,ok,,,,
EC1R,EC,way,42527973,way/42527973,51.523372,-0.1080579,Betsey Trotwood,,,,,,,,"The Betsey Trotwood is a much-loved Victorian pub in Clerkenwell, central London, combining traditional pub pleasures with cultural events. It trades over three floors: a main bar at street level, a famously atmospheric underground cellar gig venue near the Metropolitan Line, and an elegant upper bar with an acoustic room. The venue is suitable for lunch, and for live entertainment such as bands, poetry and comedy, or for hiring private space. The pub also highlights freshly prepared food and a first-class drinks selection, with a warm, friendly welcome.",,TRUE,TRUE,,,,56,Farringdon Road,+44 20 7253 4285,https://www.thebetsey.com,,"Mo 12:00-23:00; Tu 12:00-23:30; We 12:00-24:00; Th,Fr 12:00-25:00; Sa 17:00-25:00",,,,,,,0.9,0,0,0,0,0.85,,0,0.85,0,0,0,ok,,,,
EC1R,EC,way,99379732,way/99379732,51.5257637,-0.1096648,Exmouth Arms,Urban Pubs & Bars,,,,,,,"The Exmouth Arms is a vibrant Victorian pub in the heart of Clerkenwell’s Exmouth Market. It has a striking green-tiled façade and a welcoming atmosphere, known for craft beers, hearty pub classics, and a hidden upstairs cocktail bar. The food menu includes items such as a Double-Patty Smash Burger and Chicken Caesar Salad, with Sundays featuring exceptional roasts including 28-day aged beef sirloin and Yorkshire puddings. Guests can also enjoy a private upstairs bar and a terrace, making it suitable for casual catch-ups, dates, and special celebrations.",,,TRUE,,,,23,Exmouth Market,+44 20 3551 4772,https://www.urbanpubsandbars.com/venues/exmouth-arms,,,,,,,,,0.86,0.98,0,0,0,0,,0,0.95,0,0,0,ok,,other_concern,"The page content includes a separate section for 'The Griffin' (with a different address/phone and beer list) which appears unrelated to The Exmouth Arms, suggesting mixed or incorrect content rendering.",
EC1R,EC,way,155363856,way/155363856,51.523877,-0.1067774,Horseshoe,,,,,,,,,,,,,,,24,Clerkenwell Close,,,,Mo-Fr 12:00-23:00,,,,,,,,,,,,,,,,,,,,,,,
EC1R,EC,way,99379796,way/99379796,51.5259707,-0.1092208,Mikkeller Brewpub London,,,,,,,,"Mikkeller Brewpub London is a two-floor brewpub in Exmouth Market, Clerkenwell (37–39 Exmouth Market, EC1R 4QL). Opened one year after Mikkeller Bar London, it combines a bar and restaurant with an in-house brewery capable of producing 7.5 hectolitres of beer at a time. The venue is described as having a raw, industrial feel with quirky details and cozy design elements, and it’s designed around the idea that beer and food are crafted and enjoyed together. The page also lists “What’s on tap” beers and provides opening hours.",,,TRUE,,,,37-39,Exmouth Market,,https://www.mikkeller.com/locations/mikkeller-brewpub-london,,Mo-Th 12:00-22:30, Fr-Sa 12:00-23:30, Su 12:00-22:00,,,,,0.86,0,0,0.55,0,0,,0,0.78,0,0,0,ok,,,,
EC1R,EC,node,5192841322,node/5192841322,51.5224158,-0.1074931,Ninth Ward,,,,,,,2014,"Ninth Ward is a late-night London bar and dining spot at 99–101 Farringdon Road, Clerkenwell. It’s housed in a former industrial grain trading unit and an after-hours strip club, and is designed to deliver a “design rich” ambience. The venue has a carefully curated drinks list with 15 rotating draught beer lines, plus over 50 bottled beers and ciders, and a sizeable cocktail menu. Food is available as American comfort fare, with a popular menu of burgers and wings, supported by sample food and platter menus. It also runs events and deals such as Bottomless Wings and Happy Hour, and offers private hire and group bookings.",,,TRUE,,,,99-101,Farringdon Road,+44 20 7833 2949,https://www.ninthwardlondon.com/,,Tu-We 16:00-26:00, Th-Fr 12:00-27:00, Sa 17:00-27:00,,,,,0.92,0.95,0.9,0.35,0,0,TRUE,0.85,0.95,0,0,0,ok,,,,
EC1R,EC,way,99379749,way/99379749,51.526764,-0.1089474,Old China Hand,,,,,,,,,,,,,,,8,Tysoe Street,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1R,EC,way,203180588,way/203180588,51.5230004,-0.1070053,The City Pride,Fuller's,,,,,,,"The City Pride in Clerkenwell is a lively Farringdon-area pub run by landlord Luigi, offering classic Sicilian hospitality. The menu focuses on an authentic Italian experience, with homemade pizzas available for lunch or dinner, plus family specialities from Luigi’s own Sicilian recipes. It’s a good spot for after-work drinks as well, with a well-stocked bar featuring real ales, draught Italian lagers, craft IPA, world wines and spirits. The venue also offers a private function room and, at weekends, exclusive hire of the whole space, with a TV screen and sound system available.",,,TRUE,,,,28,Farringdon Lane,+44 20 7251 8883,https://www.cityprideclerkenwell.co.uk,,Mo-Fr 12:00-23:00,,,,,,,0.9,0.95,0,0.85,0,0,,0,0.95,0,0,0,ok,,,,
EC1R,EC,way,70298958,way/70298958,51.5221405,-0.1106547,The Clerk & Well,Stonegate,,,,,,,"The Clerk & Well is a historic gastropub in the heart of Clerkenwell, offering freshly prepared pub classics, elevated British Sunday roasts, craft beers, and cocktails. It also has boutique accommodation: eight (and also described as nine) charming bedrooms above the pub, providing a stylish stay in central London. The page promotes booking a table and booking a room, and mentions offers including a 15% discount when booking directly and NHS & student discounts (10% off food and drinks). Takeaway is available, with takeaway menus provided inside.",,,TRUE,,,TRUE,156,Clerkenwell Road,+44 20 7837 8548,https://www.theclerkandwellpub.co.uk/,,,,,,,,,0.86,0,0,0,0,0,,0,0.9,0,0,0.95,ok,,,,
EC1R,EC,way,147734606,way/147734606,51.5250218,-0.1102984,The Clerkenwell Tavern,,,,,,,1876,"The Clerkenwell Tavern is described as a Farringdon staple since 1876, located on the corner of one of London’s best street food markets. The pub offers classic Salt Beef Sandwiches and Reubens, alongside natural & organic wines and craft beers. It also promotes a matchday atmosphere for the FIFA World Cup 2026, with big screens and plans to show every England match, key group games and knockout fixtures. Opening hours are listed for each day of the week, and the page includes a link to book a table and view the menu.",,,TRUE,,,,2,Exmouth Market,+44 20 8161 0439,https://theclerkenwelltavern.co.uk/,,Mo-Tu 12:00-23:00, We 12:00-24:00, Th-Sa 12:00-01:00, Su 12:00-23:00,,,,0.86,0,0.9,0,0,0,TRUE,0.95,0.9,0,0,0,ok,,,,
EC1R,EC,way,98526005,way/98526005,51.5230268,-0.1092892,The Coach,,,,,,,,,,,,,,,26-28,Ray Street,+44 20 3954 1595,https://www.thecoachclerkenwell.co.uk/,,Mo-Sa 11:00-23:00, Su 12:00-22:00,,,,,,0,0,0,0,0,0,,0,0,0,0,0,ok,,very_thin_scrape,,
EC1R,EC,way,155363890,way/155363890,51.5231819,-0.1052383,The Crown Tavern,Mitchells & Butlers,https://commons.wikimedia.org/wiki/Special:FilePath/The_Crown_Tavern%2C_Clerkenwell%2C_March_2022.jpg,,,,,,"The Crown Tavern is a vibrant British pub in London, described as blending “hip and wholesome” hospitality with individuality, character and quirky charm. It’s positioned as a laid-back yet memorable spot for both drinking and dining, with an explorative drinks menu and tempting, flavoursome food. The page also highlights online table booking and ordering from your seat. Opening hours run from midday through the evening, with slightly earlier closing on Sundays. The venue is located at 43 Clerkenwell Green, Clerkenwell (EC1R 0EG).",,,TRUE,,,,43,Clerkenwell Green,+44 20 7253 4973,http://www.thecrowntavernec1.co.uk,Q26490121,Mo-Sa 12:00-23:00, Su 12:00-20:00,,,,,,0.86,0.9,0,0,0,0,,0,0.78,0,0,0,ok,,,,
EC1R,EC,way,155341971,way/155341971,51.524138,-0.1097433,The Eagle,,,,,,,,"The Eagle Farringdon is a gastropub focused on “good food and drink” with a Mediterranean-inspired style. The food is cooked to order by a small team of chefs, with the grill chef chalking up the menu twice daily shortly before service. The site highlights daily lunch and dinner menus and an open kitchen atmosphere. There’s also guidance on how to get a seat, including booking larger tables by phone and using “free seating” around the perimeter with barstools. The page also notes it was shaped by David Eyre, the first chef, and describes the approach as restaurant skills and ingredients brought into a value pub setting.",,,TRUE,,,,159,Farringdon Road,+44 20 7837 1353,https://theeaglefarringdon.co.uk/,,,,,,,,,0.86,0.98,0,0,0,0,,0,0.95,0,0,0,ok,,,,
EC1R,EC,way,99067531,way/99067531,51.5299325,-0.1102522,The George and Monkey,,,,,,,1824,"The George & Monkey is a traditional independent London pub in the backstreets of Islington, established in 1824. It’s known for rotating UK craft beer with fifteen draft beer lines, alongside a curated wine list and a back bar of specialist spirits. The pub also offers a hugely popular stonebaked pizza menu, with sample menus available for pizza, platters/canapés, wine and cocktails. It accepts group bookings (four or more) and offers private hire with two semi-private areas for up to 50 and 100 people. There are outside heated tables and regular deals such as “Monday Madness” and a “Lunch Special”.",,,TRUE,,,,68,Amwell Street,020 7362 4022,https://www.georgeandmonkey.co.uk,,,,,,,,,0.95,0.98,0.98,0,0.72,0,,0,0.98,0,0,0,ok,,,,
EC1R,EC,way,155343103,way/155343103,51.5227879,-0.1063854,The Green,,,,,,,,"The Green is described as Britain’s first organic pub, certified by the Soil Association since 1998. Set at 29 Clerkenwell Green, it has a long history on the site of a tavern dating back to 1720, later hosting offices, restaurants, watch restorers and print studios before becoming a pub again 20 years ago. Today it offers local independent beers, seasonal cocktails and a natural-led wine list. The pub has a vibrant ground-floor bar, generous outdoor seating and a private first-floor events space for hire, with walk-in visits and no reservations necessary. Dogs are very welcome.",TRUE,,,TRUE,,,29,Clerkenwell Green,07835 473824,https://www.thegreenclerkenwell.com,,Mo 17:00-22:00, Tu-We 12:00-22:30, Th-Sa 12:00-23:30,,,,,0.9,0.95,0.35,0.6,0.9,0,,0,0,0.95,0,0,ok,,,,
EC1R,EC,node,452433527,node/452433527,51.5224993,-0.1104184,The Gunmakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1R,EC,way,163272356,way/163272356,51.5298926,-0.1061838,The Harlequin,,,,,,,,,,,,,,,27,Arlington Way,+44 20 7833 1129,,,,,,,,,,,,,,,,,,,,,,,,,,
