calc_postcode,calc_postcode_district,calc_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,addr_housenumber,addr_street,addr_city,phone,website,website_status,website_redirect,wikidata,opening_hours,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,opening_hours_e,opening_hours_f
,N17,N,supabase,,b57e1e27-d927-483e-8f85-bc4ba48e9143,51.6063,-0.058457,Redemption Brewery Taproom,Redemption Brewery,,,,(020) 8885 5227,,,,,,,,,,,
,N17,N,supabase,,d41e9384-ae9c-458e-86f8-d9f4ec6ddc7a,51.5944,-0.070618,TCC,Independent,,,,(020) 8808 2062,,,,,,,,,,,
,N17,N,node,520913454,node/520913454,51.6018786,-0.0747509,The Antwerp Arms,,168-170,Church Road,London,+44 20 8216 9289,https://www.antwerparms.co.uk/,200,,,Tu-Th 16:00-23:00, Fr 14:00-00:00, Sa 12:00-00:00, Su 12:00-22:30,,,
,N17,N,way,1076851225,way/1076851225,51.5922323,-0.0692517,The Beehive,,,Stoneleigh Road,London,+44 20 8808 3567,https://beehiven17.com/,200,,Q27087260,Mo-Th 15:00-23:00, Fr-Sa 12:00-01:00, Su 12:00-22:30,,,,
,N17,N,node,459819389,node/459819389,51.6056848,-0.0616534,The Bill Nicholson,,,,,,https://the-bill-nicholson-pub.hotels-of-london.com/en/,,,,,,,,,,
,N17,N,way,1355051286,way/1355051286,51.5969961,-0.0680218,The Bluecoats,,,,,,,,,,,,,,,,
,N17,N,node,2267462478,node/2267462478,51.5969321,-0.0680521,The Bluecoats Pub,,614,High Road,London,+44 20 8885 6555,https://thebluecoatspub.com/,200,,,"Mo-Th 16:00-23:00; Fr,Sa 12:00-23:00; Su 13:00-22:00",,,,,,
,N17,N,way,222077186,way/222077186,51.6075632,-0.0678042,The Coach and Horses,,862,High Road,London,,,,,,,,,,,,
,N17,N,node,529116489,node/529116489,51.5934562,-0.0697926,The Elbow Room,Stonegate,503-505,High Road,London,,https://www.craftunionpubs.com/elbow-room-tottenham,200,,,,,,,,,
,N17,N,node,3497250394,node/3497250394,51.598349,-0.075939,The Elmhurst,,131,Lordship Lane,London,,https://theelmhurst.co.uk/,,,,,,,,,,
,N17,N,way,134777475,way/134777475,51.5869518,-0.0525083,The Ferry Boat Inn,Heritage Pubs,1,Ferry Lane,London,+44 20 8808 4980,,,,Q27084059,,,,,,,
,N17,N,node,6364969835,node/6364969835,51.5893789,-0.0701255,The High Cross,,350,High Road,London,+44 20 8292 8115,https://www.instagram.com/highcrosslondon/,200,,,Su 12:00-22:30, Tu-We 16:00-23:00, Th-Sa 12:00-23:00,,,,
,N17,N,way,179791111,way/179791111,51.597754,-0.0912905,The New Moon,,,Lordship Lane,London,,,,,,,,,,,,
,N17,N,node,496843507,node/496843507,51.602594,-0.0599533,The Olive Branch,,169,Park Lane,London,,,,,,,,,,,,
,N17,N,node,529116490,node/529116490,51.5933152,-0.0698235,The Ship,,499,High Road,London,,,,,,,,,,,,
,N17,N,way,1355051274,way/1355051274,51.5968409,-0.0670291,The Two Brewers,,,,,,,,,,,,,,,,
,N17,N,way,1288548017,way/1288548017,51.5967792,-0.0672633,The Victoria,,34,Scotland Green,London,,https://www.thevictoriatottenham.com/,200,,,Mo-Th 16:00-23:00, Fr-Sa 12:00-01:00, Su 12:00-23:00,,,,
,N17,N,way,151161058,way/151161058,51.5903031,-0.0646004,The Volunteer,,,,,,,,,,,,,,,,
,N18,N,node,2334811789,node/2334811789,51.6164794,-0.0771939,Dicey Reilly's,,161,Silver Street,London,+44 20 8807 2929,,,,,,,,,,,
,N18,N,node,459805640,node/459805640,51.6176396,-0.0636349,Golden Fleece,,,,,,,,,,,,,,,,
,N18,N,relation,2981008,relation/2981008,51.610053,-0.0655201,The Gilpin's Bell,,,,,,,404,,,,,,,,,
,N18,N,way,157617680,way/157617680,51.6120058,-0.0652119,The White Horse,,,,,,,,,,,,,,,,
,N19,N,node,25744507,node/25744507,51.5566538,-0.1383959,Aces and Eights Saloon Bar,,156-158,Fortess Road,London,,https://www.acesandeightssaloonbar.com/,200,,,,,,,,,
,N19,N,way,31915414,way/31915414,51.5660295,-0.1350465,Archway Tavern,,,,,,,,,Q92455427,,,,,,,
,N19,N,node,599572738,node/599572738,51.5683619,-0.1366167,Charlotte Despard,,,,,,,,,,,,,,,,
,N19,N,supabase,,67f8a8cf-4172-4d25-97e9-394ee4b0d2c3,51.5627,-0.12346,Landseer Arms,Stanley Pubs,,,,(020) 7281 2569,,,,,,,,,,,
,N19,N,node,27411557,node/27411557,51.5646374,-0.1217505,North Nineteen,,,,,,,,,,"Mo-Th 16:00-12:00, Fr 16:00-01:00",,,,,,
,N19,N,way,76046344,way/76046344,51.5624898,-0.1365174,Oak & Pastor,,86,Junction Road,London,+44 20 8616 0943,,,,Q133288301,,,,,,,
,N19,N,way,70609598,way/70609598,51.5629732,-0.1356292,St John's Tavern,,91,Junction Road,London,+44 20 7272 1587,https://www.urbanpubsandbars.com/venues/st-johns-tavern,200,,,Mo 16:00-22:30, Tu-Th 16:00-23:00, Fr-Sa 12:00-00:00, Su 12:00-21:30,,,
,N19,N,way,1026053464,way/1026053464,51.5571899,-0.1384932,The Boston Arms,,178-180,Junction Road,London,,https://www.bostonarms.co.uk/,200,,Q26490218,,,,,,,
,N19,N,node,25894993,node/25894993,51.5672223,-0.1219758,The Corner Flag,,472,Hornsey Road,London,,,,,,,,,,,,
,N19,N,way,274050580,way/274050580,51.5619557,-0.1248201,The Crown,,,,,,,,,,,,,,,,
,N19,N,way,319902239,way/319902239,51.5626568,-0.127202,The Floírín,,,,,,,,,,,,,,,,
,N19,N,way,401973264,way/401973264,51.5629614,-0.1227899,The Landseer,,,,,,,,,,,,,,,,
,N19,N,node,480829681,node/480829681,51.5648097,-0.1329722,The Mother Redcap,,,,,,,,,,,,,,,,
,N19,N,way,190104590,way/190104590,51.5697916,-0.1236208,The Shaftesbury Tavern,Remarkable Pubs,534,Hornsey Road,London,+44 20 7272 7950,https://theshaftesburytavern.co.uk/,200,,,Mo-Th 17:00-23:00, Fr 15:00-00:30, Sa 12:00-00:30, Su 12:00-22:00,,,
,N19,N,node,6052873806,node/6052873806,51.5634509,-0.1426426,The Star,,,,,,,,,,,,,,,,
,N19,N,way,447950556,way/447950556,51.5662715,-0.1366976,Whittington Stone,,53,Highgate Hill,London,+44 20 7281 0905,https://www.greatlocalpubs.co.uk/whittington-stone-highgate,200,,,,,,,,,
,N1C,N,node,8821717717,node/8821717717,51.5377081,-0.125856,Babel Beerhouse,,1,Lewis Cubitt Walk,London,+44 20 8161 4446,https://www.babelbeerhouse.com/,200,,,Mo 12:00-22:00, Tu-Fr 12:00-23:00, Sa 12:00-24:00, Su 12:00-22:00,,,
,N1C,N,node,646585258,node/646585258,51.5327455,-0.1262925,The Barrel Vault,Wetherspoon,Unit 23,"The Circle, Saint Pancras Station",London,+44 20 7837 5151,https://www.jdwetherspoon.com/pubs/the-barrel-vault-camden/,200,https://www.jdwetherspoon.com/pubs/the-barrel-vault-camden/,Q88965895,"Mo-Th 07:00-00:00; Fr, Sa 07:00-01:00; Su 08:00-23:00",,,,,,
,N1C,N,way,427900370,way/427900370,51.5352712,-0.1243966,The Lighterman,,3,Granary Square,London,+44 20 3846 3400,https://www.thelighterman.co.uk/,200,,,Mo-Th 08:00-23:30, Fr 08:00-24:00, Sa 09:00-24:00, Su 09:00-22:30,,,
,N1C,N,way,416601731,way/416601731,51.5324696,-0.1238357,The Parcel Yard,Fuller's,,"Shared Service Yard, Goods Yard",London,,https://www.parcelyard.co.uk/,200,,,Mo-Sa 08:30-22:30, Su 08:30-21:00,,,,,
,N1C,N,node,6561669265,node/6561669265,51.5317471,-0.1263722,The Station Pantry,,,,,,,,,,,,,,,,
,N2,N,way,532061943,way/532061943,51.5905494,-0.1552815,Clissold Arms,,105,Fortis Green,London,,https://clissoldarms.co.uk,200,,,,,,,,,
,N2,N,node,993017354,node/993017354,51.5908058,-0.1722957,Five Bells,Greene King,165-167,East End Road,London,,https://www.greeneking-pubs.co.uk/pubs/greater-london/five-bells/,timeout,,,,,,,,,
,N2,N,supabase,,5da80f4e-ac37-493d-8931-cd414da43d12,51.5908,-0.164877,Gertie Brownes,Independent,,,,(020) 8883 1506,,,,,,,,,,,
,N2,N,supabase,,53fb20f2-43ac-435f-8b32-4b373a4e794c,51.5908,-0.1644,Maddens,Independent,,,,(020) 8444 7444,https://www.lemonrock.com/maddensbareastfinchley,,,,,,,,,,
,N2,N,way,187242347,way/187242347,51.589297,-0.1642311,The Bald Faced Stag,,69,High Road,London,,https://www.urbanpubsandbars.com/venues/the-bald-faced-stag,200,,,,,,,,,
,N2,N,way,1155385349,way/1155385349,51.5866302,-0.1644607,The Old White Lion,,121,Great North Road,London,,,,,,,,,,,,
,N2,N,supabase,,d0b82c46-7bff-40d9-bd86-fd3cbf7fb9d2,51.5935,-0.1712,Windsor Castle,Independent,,,,(020) 3649 7513,,,,,,,,,,,
,N20,N,supabase,,12621dac-1264-4c99-8465-80872a891760,51.6326,-0.189165,South Herts Golf Club,Independent,,,,(020) 8445 2035,,,,,,,,,,,
,N20,N,node,849138031,node/849138031,51.6297824,-0.1578989,The Cavalier,,,,,,https://www.cavalierbarnet.co.uk/,,,,,,,,,,
,N20,N,way,156501798,way/156501798,51.6302216,-0.174419,The Griffin,,1262,High Road,London,+44 20 8445 1110,https://www.griffinwhetstone.pub/,200,,,Mo-Th 12:00-23:00, Fr-Sa 12:00-00:00, Su 12:00-22:30,,,,
,N20,N,way,201174974,way/201174974,51.6299418,-0.1974318,The Orange Tree,,7,Totteridge Village,London,,https://www.theorangetreetotteridge.co.uk/,403,,,,,,,,,
,N20,N,way,187981478,way/187981478,51.6249147,-0.1578528,The York Arms,,,,,,,,,,,,,,,,
,N20,N,node,268040827,node/268040827,51.627374,-0.1746584,Three Horseshoes,,1166,High Road,,,https://www.craftunionpubs.com/three-horseshoes-whetstone,,,,,,,,,,
,N21,N,supabase,,7729fbd8-6ecc-4c45-b044-7540c4a62329,51.6255,-0.10478,Dog & Duck,Independent,,,,(020) 8886 1987,,,,,,,,,,,
,N21,N,node,4464548883,node/4464548883,51.6360608,-0.0909623,Little Green Dragon,,928,Green Lanes,,,https://littlegreendragonenfield.wordpress.com/,,,,,,,,,,
,N21,N,node,6293653478,node/6293653478,51.6319862,-0.0957415,On Broadway,,,,,,,,,,,,,,,,
,N21,N,way,339708839,way/339708839,51.6290513,-0.0958486,Orange Tree,,,Highfield Road,London,,,,,,,,,,,,
,N21,N,node,330128385,node/330128385,51.642833,-0.0986945,The Gryphon Pub,Ember Inns,9,Vera Avenue,London,,https://www.emberinns.co.uk/nationalsearch/london/thegryphonenfield/,403,,,,,,,,,
,N21,N,node,1516630076,node/1516630076,51.6346573,-0.1032999,The Kings Head,,,,,,,,,,,,,,,,
,N21,N,way,247245128,way/247245128,51.6332159,-0.0997378,The Queens Head,Stonegate,41-43,Station Road,London,,https://www.thequeensheadwinchmorehill.com/,,,,,,,,,,
,N21,N,way,340247717,way/340247717,51.6329832,-0.1029707,The Salisbury Arms,,,Hoppers Road,London,+44 20 8882 9103,https://www.thesalisburyarmswinchmorehill.co.uk/,403,,,12:00-24:00,,,,,,
,N21,N,node,6293653585,node/6293653585,51.6317023,-0.0959212,The Three Wishes,,,,,,,,,,,,,,,,
,N21,N,supabase,,30bd2da5-930c-441a-948b-cc80ca2fdc00,51.6363,-0.092652,Vicars Moor Lawn Tennis Club,,,,,(020) 8360 7497,,,,,,,,,,,
,N21,N,node,330128414,node/330128414,51.6382801,-0.1108079,Willow,,,,,,,,,,,,,,,,
,N21,N,supabase,,2c46680c-7662-4728-b9c4-ccb588d5f073,51.6382,-0.1121,Winchmore,Independent,,,,(020) 8886 6389,,,,,,,,,,,
,N22,N,node,6796796385,node/6796796385,51.5944758,-0.1124687,Karamel,,4,Coburg Road,London,,https://www.musicglue.com/karamel,,,,,,,,,,
,N22,N,supabase,,ecfd8a4a-b329-4aca-9904-bef8b579ef5f,51.5942,-0.113084,Karamel N22,Independent,,,,(020) 8829 8989,,,,,,,,,,,
,N22,N,node,460531077,node/460531077,51.5982203,-0.1109739,P.J. O'Connor's,,239,High Road,London,,,,,,,,,,,,
,N22,N,way,38769659,way/38769659,51.5985861,-0.1105071,Rattle & Hum,,232-4,High Road,London,,,,,,,,,,,,
,N22,N,way,671119848,way/671119848,51.5966256,-0.1088525,Spouter's Corner,Wetherspoon,180,High Road,London,,https://www.jdwetherspoon.com/pubs/spouters-corner-wood-green/,200,,Q88916781,,,,,,,
,N22,N,node,7804014021,node/7804014021,51.606551,-0.1188983,Tap Room,,,,,,https://www.bohembrewery.com/bohem-tap-room/,200,,,,,,,,,
,N22,N,node,8263743019,node/8263743019,51.5932825,-0.1140951,The Goodness Brewing Company,The Goodness,,,,,https://thegoodnessbrew.co/,200,,,,,,,,,
,N22,N,way,1327090619,way/1327090619,51.596888,-0.1099902,The Nag's Head,,203,High Road,London,+44 20 8889 0376,,,,,Mo-Th 10:00-23:00, Fr-Sa 10:00-24:00,,,,,
,N22,N,way,391389796,way/391389796,51.6011868,-0.1161102,The Prince,,1,Finsbury Road,London,,https://www.theprincen22.co.uk/,200,,,,,,,,,
,N22,N,way,138428151,way/138428151,51.5983238,-0.1197076,The Starting Gate,Castle Pubs,,Station Road,London,+44 20 8889 9436,https://www.thestartinggate.co.uk/,403,,Q26353898,Mo-Th 12:00-23:00, Fr 12:00-24:00, Sa 11:00-24:00, Su 11:00-22:30, PH 12:00-23:00,,
,N22,N,way,1341558980,way/1341558980,51.5935411,-0.0984202,The Westbury,,,,,,,,,,,,,,,,
,N22,N,supabase,,9c1cc8cf-52da-4912-b3c5-66b0b74d22ca,51.6004,-0.110083,Wood Green Social Club,,,,,(020) 8888 9917,,,,,,,,,,,
,N3,N,supabase,,e4256cf0-07cc-4eae-ac13-edf42cb01758,51.6018,-0.202481,Finchley Manor Tennis Squash & Health Club,Independent,,,,(020) 8346 1327,,,,,,,,,,,
,N3,N,node,451152,node/451152,51.6008404,-0.1946078,King of Prussia,Mitchells & Butlers,363,Regents Park Road,London,+44 20 81065270,,,,,Mo-Th 12:00-23:00, Fr-Sa 12:00-24:00, Su 12:00-23:00,,,,
,N3,N,node,451154,node/451154,51.5995788,-0.196028,The Catcher in the Rye,,319,Regents Park Road,,,https://www.catcherintheryepub.co.uk/,,,,,,,,,,
,N3,N,way,1191618802,way/1191618802,51.6032666,-0.1914519,The Joiners,Stonegate,,Ballards Lane,London,,,,,,,,,,,,
,N4,N,way,935053788,way/935053788,51.560971,-0.0983516,Brook Gate,Stonegate,175,Blackstock Road,London,,https://www.craftunionpubs.com/brook-gate-finsbury-park,200,,,"Mo-Th 11:00-24:00; Fr,Sa 11:00-01:00; Su 12:00-24:00",,,,,,
,N4,N,way,224432174,way/224432174,51.5811385,-0.0997163,Brouhaha Bar,,499-501,Green Lanes,London,+44 20 8348 8553,https://www.brouhahabar.com,200,,,Mo-Tu 16:00-22:30, We-Th 16:00-23:00, Fr-Sa 16:00-00:00,,,,
,N4,N,node,459250820,node/459250820,51.5615953,-0.0998166,Kings Head,,126,Blackstock Road,London,,,,,,Su-th 11:00-24:00, fr-sa 11:00-01:00,,,,,
,N4,N,supabase,,c4745311-cd39-4865-994a-2834a2293908,51.571,-0.092796,Naturalist,Independent,,,,(020) 3437 0770,,,,,,,,,,,
,N4,N,node,1517871629,node/1517871629,51.5739989,-0.1123627,Nicholas Nickleby,Bohem Brewery,6,Ferme Park Road,London,,https://www.bohembrewery.com/nicholas-nickleby/,,,,Mo-Fr 16:00-23:00, Sa-Su 14:00-23:00,,,,,
,N4,N,way,264032017,way/264032017,51.5680854,-0.1112161,Park Tavern,,,,,,,,,,,,,,,,
,N4,N,supabase,,ccf21f6f-72f9-4759-b4e3-bf8c5638497e,51.5709,-0.117025,Robin,Independent,,,,07941 172926,,,,,,,,,,,
,N4,N,way,182783888,way/182783888,51.570875,-0.1153523,Stapleton Tavern,,2,Crouch Hill,London,+44 20 7272 5395,https://stapletontavern.com/,200,,,Mo-Th 16:00-23:00, Fr 14:00-00:00, Sa 12:00-00:00, Su 12:00-22:00,,,
,N4,N,supabase,,d5c5c085-41cf-4d47-ab6e-59eb3809f00a,51.5613,-0.0994718,T.Bird,Independent,,,,(020) 7503 6202,,,,,,,,,,,
,N4,N,node,4250008044,node/4250008044,51.5620169,-0.105091,The Auld Triangle,,,,,,,,,,,,,,,,
,N4,N,node,25717655,node/25717655,51.5763654,-0.0987786,The Beaconsfield,,359,Green Lanes,London,,,,,,,,,,,,
,N4,N,node,26065903,node/26065903,51.5645126,-0.104466,The BlackStock,,284,Seven Sisters Road,London,+44 20 7561 1337,https://blackstockpub.com/,,,,"Mo-Th 14:00-24:00; Fr 14:00-24:00; Sa 00:00-02:00,11:00-24:00; Su 00:00-02:00,11:00-24:00",,,,,,
,N4,N,way,395988684,way/395988684,51.5639626,-0.0927357,The Brownswood,,271,Green Lanes,London,+44 20 8802 0494,https://thebrownswood.co.uk/,200,,,Mo-Th 16:30-24:00, Fr 16:30-01:00, Sa 12:00-01:00, Su 12:00-23:00,,,
,N4,N,way,536515003,way/536515003,51.5684811,-0.1082455,The Faltering Fullback,,19,Perth Road,London,+44 20 7272 5834,https://falteringfullback.com/,200,,,,,,,,,
,N4,N,way,1013159521,way/1013159521,51.5719486,-0.0962475,The Finsbury,,336,Green Lanes,London,,https://www.thefinsbury.co.uk/,200,,,Mo-Th 14:00-00:00, Fr 14:00-02:00, Sa 12:00-02:00, Su 12:00-00:00,,,
,N4,N,node,25717653,node/25717653,51.5780132,-0.0990941,The Old Ale Emporium,,405,Green Lanes,London,+44 20 8348 6200,https://the-old-ale-emporium.edan.io/,200,,,Mo-Th 11:00-00:00, Fr-Sa 11:00-01:00, Su 12:00-23:00,,,,
,N4,N,way,182781312,way/182781312,51.5705452,-0.1156184,The Old Dairy,Greene King,,,,,https://www.greeneking.co.uk/pubs/greater-london/old-dairy,200,,Q26585594,,,,,,,
,N4,N,way,366291167,way/366291167,51.5709411,-0.1170332,The Robin Ale & Cider House,Four Acres Taverns Ltd,29,Crouch Hill,London,+44 20 7018 3830,https://www.therobinlondon.com/,200,,,Mo-Th 12:00-23:00, Fr-Sa 12:00-00:00, Su 12:00-22:30,,,,
,N4,N,way,223934463,way/223934463,51.5822373,-0.09929,The Salisbury,,1,Green Lanes,London,+44 20 8800 9617,https://thesalisburyhotelpub.co.uk,200,,Q7762114,Mo-Su 12:00-22:00,,,,,,
,N4,N,node,9805131739,node/9805131739,51.5648205,-0.1047935,The Twelve Pins,,263,Seven Sisters Road,London,,,,,,"Mo-Th 12:00-24:00; Fr 11:00-24:00; Sa 00:00-01:00,11:00-24:00; Su 00:00-01:00,11:00-24:00",,,,,,
,N4,N,way,445566137,way/445566137,51.5663644,-0.1115727,The W. B. Yeats,,20,Fonthill Road,London,,https://www.thewbyeats.com/,,,,,,,,,,
,N4,N,node,26197017,node/26197017,51.5693773,-0.1126397,The White Lion of Mortimer,,125-127,Stroud Green Road,London,,,,,,,,,,,,
,N4,N,way,272100746,way/272100746,51.5669893,-0.1083264,The World's End,,21-23,,London,,https://www.worldsendfinsburypark.com/,,,,,,,,,,
,N4,N,supabase,,e9285a51-1a72-4999-9335-3a8fdccff1e3,51.5694,-0.11265,White Lion,,,,,(020) 7561 8880,,,,,,,,,,,
,N5,N,way,242607346,way/242607346,51.5583351,-0.0987654,Bank of Friendship,,224-226,Blackstock Road,London,+44 20 7226 8711,http://www.bankoffriendship.com/,200,,,"Mo-Th 16:00-00:00, Fr 16:00-01:00, Sa 12:00-01:00, Su 12:00-00:00",,,,,,
,N5,N,way,1018511173,way/1018511173,51.5463498,-0.1016067,Brewhouse & Kitchen Highbury,Brewhouse & Kitchen,,,,+44 20 7226 1026,,,,,"Mo-Th 11:00-23:00; Fr,Sa 11:00-00:00; Su 12:00-22:30",,,,,,
,N5,N,way,230259989,way/230259989,51.5578332,-0.0907844,Clissold Park Tavern,,177,Green Lanes,London,,https://clissoldparktavern.com,200,,,,,,,,,
,N5,N,node,344875284,node/344875284,51.55382,-0.0980505,Highbury Barn Tavern,,,,,,,,,,,,,,,,
,N5,N,node,344875712,node/344875712,51.5534482,-0.1046613,The Drayton Park Public House,,66,Drayton Park,London,+44 20 7359 3915,,,,,,,,,,,
,N5,N,node,360045160,node/360045160,51.5460069,-0.1035265,The Famous Cock,Stonegate,259,Upper Street,London,,https://www.socialpubandkitchen.co.uk/famous-cock-tavern-islington,200,,,"Mo-We 17:00-24:00, Th 17:00-01:00, Fr,Sa 17:00-03:00; Su off",,,,,,
,N5,N,way,779442726,way/779442726,51.5589608,-0.0989136,The Gunners,,204,Blackstock Road,London,,https://gunnerspubhighbury.co.uk/,200,,,,,,,,,
,N5,N,node,362359474,node/362359474,51.5499802,-0.1084358,The Horatia,,98-100,Holloway Road,London,,https://www.thehoratia.co.uk/,200,,,,,,,,,
,N5,N,way,227830213,way/227830213,51.5491344,-0.0913167,The Snooty Fox,,75,Grosvenor Avenue,London,+44 20 7354 9532,http://www.snootyfoxlondon.co.uk/,200,,,Mo-Th 16:00-23:00, Fr 16:00-01:00, Sa 12:00-01:00, Su 12:00-22:30,,,
,N5,N,way,952014248,way/952014248,51.559525,-0.0983327,The Woodbine,,,,,,,,,,"Mo-We 16:00-24:00, Th 16:00-01:00, Fr 15:00-02:00, Sa 12:00-02:00, Su 12:00-24:00",,,,,,
,N6,N,way,99431569,way/99431569,51.5691035,-0.1416853,Brendan The Navigator,,,,,,,,,,,,,,,,
,N6,N,way,593167141,way/593167141,51.5708626,-0.148862,Prince of Wales,,53,Highgate High Street,London,,https://www.princeofwaleshighgate.co.uk/,,,,Mo-Sa 12:00-23:00, Su 12:00-22:30,,,,,
,N6,N,way,810341385,way/810341385,51.5726081,-0.1502606,Red Lion & Sun,,25,North Road,London,,https://www.theredlionandsun.com/,200,,,Mo-Sa 12:00-24:00, Su 12:00-23:00,,,,,
,N6,N,way,953834864,way/953834864,51.5705986,-0.1476531,The Angel Inn,,37,Highgate High Street,London,,,,,,,,,,,,
,N6,N,way,475181226,way/475181226,51.5764014,-0.1436293,The Boogaloo,,312,Archway Road,London,,https://theboogaloo.co.uk/,,,,,,,,,,
,N6,N,way,154117129,way/154117129,51.5754474,-0.150966,The Bull,,13,North Hill,London,+44 20 8341 0510,https://www.thebullhighgate.com/,200,,Q27085740,Mo-Th 12:00-23:00, Fr-Sa 12:00-24:00, Su 12:00-22:30,,,,
,N6,N,way,497785764,way/497785764,51.5711151,-0.1487678,The Crown,,86,Highgate High Street,London,,https://thecrownhighgate.co.uk/,,,,,,,,,,
,N6,N,way,131925577,way/131925577,51.5705452,-0.1460627,The Duke's Head,,16,Highgate High Street,London,,https://domainlore.uk/domain/thedukesheadhighgate.co.uk,200,,,,,,,,,
,N6,N,way,810341396,way/810341396,51.5699005,-0.1508615,The Flask,Fuller's,77,Highgate West Hill,London,+44 20 8348 7346,https://www.theflaskhighgate.com/,200,,Q16022395,Mo-Sa 11:00-23:00, Su 12:00-22:30,,,,,
,N6,N,way,416068944,way/416068944,51.5714136,-0.1500596,The Gatehouse,,1,North Road,London,+44 20 8340 8054,https://www.urbanpubsandbars.com/venues/the-gatehouse,200,,Q96868505,Mo-Th 11:00-23:30, Fr 11:00-00:00, Sa 10:00-00:00, Su 11:00-22:30,,,
,N6,N,node,4894490332,node/4894490332,51.5782645,-0.148846,The Highgate Inn,,,,,,,,,,,,,,,,
,N6,N,way,475410870,way/475410870,51.5736749,-0.1409024,The Winchester,,206,Archway Road,London,,https://thewinchesterhighgate.co.uk/,,,Q18162741,,,,,,,
,N6,N,way,445564923,way/445564923,51.5778129,-0.1470384,The Woodman,,414,Archway Road,London,,https://www.the-woodman.com/,200,,Q96755207,,,,,,,
,N6,N,way,676767336,way/676767336,51.5749327,-0.149741,The Wrestlers,,98,North Road,London,+44 20 8340 4297,https://thewrestlershighgate.com/,200,,,,,,,,,
,N7,N,node,344791683,node/344791683,51.5614137,-0.1121827,Bedford Tavern,,160,Seven Sisters Road,London,,http://www.thebedfordtavern.com/,200,,,,,,,,,
,N7,N,node,403454627,node/403454627,51.5573872,-0.1191956,Big Red,,385,Holloway Road,London,,https://bigredholloway.co.uk/,,,,,,,,,,
,N7,N,node,276369831,node/276369831,51.5437242,-0.1177134,Doyles Tavern,,379,Caledonian Road,London,,https://www.doylestavern.co.uk/,,,,,,,,,,
,N7,N,way,950017049,way/950017049,51.5554593,-0.1126053,El Comandante,,10,Annette Road,London,+44 20 7607 3961,,,,,,,,,,,
,N7,N,node,305415324,node/305415324,51.5479977,-0.1065621,House of Hammerton,Hammerton Brewery,97-99,Holloway Road,London,,https://hammertonbrewery.co.uk/site/about/,404,,,Mo-Th 16:00-23:30, Fr 16:00-00:00, Sa 14:00-00:00, Su 14:00-22:00,,,
,N7,N,way,491695960,way/491695960,51.5540652,-0.1135925,Islington Sports Bar & Grill,,274,Holloway Road,London,+44 7921 724601,https://islingtonsportsbarandgrill.co.uk/,,,,Mo-Su 12:00-00:00,,,,,,
,N7,N,way,274050569,way/274050569,51.5610348,-0.1236426,Nambucca,,596,,London,,,,,Q6961420,,,,,,,
,N7,N,node,313181168,node/313181168,51.543225,-0.1260664,Newmarket Ale House / Canecão,,17,York Way,London,,https://www.newmarkethotel.co.uk/,200,,,,,,,,,
,N7,N,node,306553504,node/306553504,51.5554282,-0.1218795,Prince Edward,,,,,,,,,,,,,,,,
,N7,N,node,4548682168,node/4548682168,51.5457513,-0.1180862,The Cally,,427,Caledonian Road,London,,,,,,,,,,,,
,N7,N,way,227929500,way/227929500,51.5556298,-0.1155903,The Coronet,,338-346,Holloway Road,London,,,,,Q30780845,Mo-Th 11:00-00:30, Fr-Sa 11:00-01:00, Su 11:00-00:30,,,,
,N7,N,way,270765497,way/270765497,51.5487827,-0.1216368,The Depot,,1,Carpenters Mews,London,,https://thedepotn7.co.uk/,,,,,,,,,,
,N7,N,node,305415325,node/305415325,51.5463365,-0.1087488,The Duchess of Kent,,,Liverpool Road,London,,https://www.theduchessofkent.co.uk/,,,,,,,,,,
,N7,N,way,142306062,way/142306062,51.5599653,-0.1150308,The Eaglet,Stonegate,124,Seven Sisters Road,London,,https://www.craftunionpubs.com/eaglet-pub-finsbury,200,,,Mo-Sa 11:00-23:00, Su 11:00-22:00,,,,,
,N7,N,way,142306063,way/142306063,51.5585397,-0.1175976,The Enkel Arms,,,,,,,,,,,,,,,,
,N7,N,node,1538908200,node/1538908200,51.559266,-0.1165035,The Halfway House Bar,,,,,,,,,,,,,,,,
,N7,N,node,305415271,node/305415271,51.5457466,-0.112832,The Jolly Sisters,,,,,,,,,,,,,,,,
,N7,N,node,305415323,node/305415323,51.5487172,-0.1069806,The Lamb,,54,Holloway Road,London,,https://www.thelambn7.co.uk/,,,,,,,,,,
,N7,N,way,288035711,way/288035711,51.5604549,-0.1237587,The Owl & Hitchhiker,,471,Holloway Road,London,,https://www.owlandhitchhiker.pub,200,,Q26585569,,,,,,,
,N7,N,node,1678321931,node/1678321931,51.5516766,-0.1106216,The Rocket (Student Bar),,,,,,,,,,,,,,,,
,N7,N,node,687158190,node/687158190,51.5595085,-0.1194561,The Swimmer At The Grafton Arms,,13,Eburne Road,London,442072814632,https://theswimmer.co.uk/,200,,,Mo-Fr 17:00-23:00, Sa 12:00-23:00, Su 12:00-22:30,,,,
,N7,N,node,279651322,node/279651322,51.5575468,-0.1128611,Tollington,,,,,,,,,,,,,,,,
,N7,N,node,30793153,node/30793153,51.5589274,-0.1206516,Tommy Flynns,,504,Holloway Road,London,442072722066,,,,,,,,,,,
