calc_postcode_district,calc_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,photo_url1,photo_url2,photo_url3,photo_url4,photo_url5,founded,description,has_pub_garden,has_live_music,has_food_available,has_dog_friendly,has_pool_darts,has_accommodation,addr_housenumber,addr_street,phone,website,wikidata,opening_hours,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,opening_hours_e,opening_hours_f,tier_fetch_tier,tier_a_success,tier_a_http_status,tier_a_final_url,tier_a_error,tier_a_text_chars,tier_a_text_relpath,conf_description,conf_phone,conf_founded,conf_operator,conf_has_pub_garden,conf_has_live_music,conf_has_food_available,conf_has_dog_friendly,conf_has_pool_darts,conf_has_accommodation,enc_website_text_skip
SE1,SE,way,99869572,way/99869572,51.5038083,-0.094807,The Rose & Crown,PubLove,,,,,,,"The Rose & Crown offers an unforgettable pub experience in London Bridge with award-winning burgers, craft beers, and a selection of gin in a cosy setting. It features a welcoming atmosphere and top-quality offerings, making it a great spot for locals and visitors alike.",,,TRUE,,,,65,Union Street,+44 20 7407 7090,https://www.publove.co.uk/pubs/rose-and-crown,,Mo-Su 12:00-22:00,,,,,,,A,1,200,https://www.publove.co.uk/pubs/rose-and-crown,,1321,data/tier_a_extractions/way_99869572_d0afdd922c112725.txt,1.0000,,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
SE1,SE,node,306659436,node/306659436,51.5012622,-0.1073934,The Stage Door,,,,,,,,"The Stage Door is a lively backstreet pub & kitchen near Waterloo station, offering a great selection of drinks and fantastic pub grub. It features a roof garden for nice weather and relaxed dining indoors. The pub is popular on match days and has a roof terrace for enjoying the sunshine.",TRUE,,TRUE,,,,30,Webber Street,+442072071728,https://www.thestagedoor.co.uk/,,Mo-Su 12:00-23:30,,,,,,,A,1,200,https://www.thestagedoor.co.uk/,,971,data/tier_a_extractions/node_306659436_4858d6133b42b9a1.txt,1.0000,1.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
SE1,SE,way,99928994,way/99928994,51.5010925,-0.0937912,The Trinity,Fuller's,,,,,,,"The Trinity is a beautiful, vibrant and modern pub with a traditional tudor-façade, offering modern craft beer and a cask range including London Pride and seasonal guest beers.",,,TRUE,TRUE,,,202-206,Borough High Street,,https://www.thetrinity.co.uk/,,,,,,,,,A,1,200,https://www.thetrinity.co.uk/,,1169,data/tier_a_extractions/way_99928994_f444c95509ae88a7.txt,1.0000,0.0000,0.0000,,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,
SE1,SE,node,12231843057,node/12231843057,51.5028376,-0.1150963,Wetherspoons - The Lion & The Unicorn,Wetherspoon,,,,,,,"The Lion & The Unicorn is a pub that is open until 12:00 am. It has a history linked to the Festival of Britain in 1951, featuring a pavilion that included a cafeteria and murals depicting British history.",,,TRUE,,,,,"The Sidings, Waterloo Station",,https://www.jdwetherspoon.com/pubs/the-lion-the-unicorn-waterloo/,,,,,,,,,A,1,200,https://www.jdwetherspoon.com/pubs/the-lion-the-unicorn-waterloo/,,788,data/tier_a_extractions/node_12231843057_6e5beaeeb34e6828.txt,0.9000,0.0000,0.0000,,0.0000,0.0000,0.8000,0.0000,0.0000,0.0000,
SE10,SE,way,1093802500,way/1093802500,51.4743686,-0.0149406,The Guildford Arms,,,,,,,,"The Guildford Arms is a beautiful neighbourhood pub in Greenwich known for great food, good company, and warm hospitality. It offers a welcoming atmosphere, a beer garden, and is dog-friendly. The pub is famous for its Sunday roasts and features a Robata Grill for grilled dishes.",TRUE,,TRUE,TRUE,,,55,Guildford Grove,+44 20 8691 6293,https://www.theguildfordarms.co.uk/,,Tu-Su 12:00-23:00, Dec 25-26 off,,,,,,A,1,200,https://www.theguildfordarms.co.uk/,,2445,data/tier_a_extractions/way_1093802500_f47d88fb995b8947.txt,1.0000,,0.0000,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,0.0000,
SE10,SE,node,12961239334,node/12961239334,51.4768597,-0.0167946,The North Pole,,,,,,,,,,,,,,,131,Greenwich High Road,+44 20 8853 3020,https://www.northpolegreenwich.co.uk/,,Su-We 12:00-24:00, Th 12:00-24:30, Fr-Sa 12:00-25:00,,,,,A,0,200,https://www.northpolegreenwich.co.uk/,below_min_chars,70,,,,,,,,,,,,no_tier_a_text_relpath
SE10,SE,way,1240494108,way/1240494108,51.5041262,0.0033751,The Observatory,Nicholson's,,,,,,,,,,,,,,,,,https://www.nicholsonspubs.co.uk/restaurants/london/theobservatory,,,,,,,,,A,0,403,https://www.nicholsonspubs.co.uk/restaurants/london/theobservatory,HTTPError:403,0,,,,,,,,,,,,no_tier_a_text_relpath
SE17,SE,node,3493582134,node/3493582134,51.4851591,-0.095928,Orbit Beers Brewery Tap Room,,,,,,,,"Orbit Beers Brewery & Taproom is located in Walworth, South London, offering a welcoming space with indoor and outdoor seating. It features regular DJs, a family-friendly atmosphere, and is dog-friendly. The kitchen, run by The Dragon Flame BBQ, serves smokehouse BBQ and Sunday roasts. The venue has nine taps of Orbit Beers and various drinks available.",TRUE,TRUE,TRUE,TRUE,,,,Fielding Street,,https://orbitbeers.com/pages/taproom,,We-Fr 16:00-22:30, Sa 12:00-00:00, Su 12:00-21:30,,,,,A,1,200,https://orbitbeers.com/pages/taproom,,2697,data/tier_a_extractions/node_3493582134_8cf7e4bf23f88650.txt,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,
SE18,SE,node,3932136290,node/3932136290,51.4923617,0.0717588,SALT Woolwich,,,,,,,,SALT was born from a vision to make great craft beer for everyone.,,,,,,,15,Major Draper Street,+44 20 8316 4413,https://www.saltbeerfactory.co.uk/,,Mo-Th 16:00-23:00, Fr-Sa 12:00-23:00, Su 12:00-22:00,,,,,A,1,200,https://www.saltbeerfactory.co.uk/,,176,data/tier_a_extractions/node_3932136290_19c4d6590dcd0216.txt,0.9000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
SE18,SE,node,958771969,node/958771969,51.4899129,0.0667107,The Great Harry,Wetherspoon,,,,,,,"The Great Harry is a pub located in Woolwich, known for its historical significance related to King Henry VIII and the establishment of a dockyard for the Great Harry, his flagship. The pub offers various facilities including Wi-Fi, TV screens, and step-free access.",,,,,,,,,,https://www.jdwetherspoon.com/pubs/the-great-harry-woolwich,Q88973883,,,,,,,,A,1,200,https://www.jdwetherspoon.com/pubs/the-great-harry-woolwich,,671,data/tier_a_extractions/node_958771969_de8bb1ddcabe03c8.txt,0.9000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
SE27,SE,node,4232481693,node/4232481693,51.4359536,-0.1045567,Knowles of Norwood,Portobello Brewing,,,,,,,Catch every moment of the World Cup live at Knowles. The best place in Norwood to watch the game with big screens and an electric atmosphere.,,,,,,,294-296,Norwood Road,+44 20 8670 4284,https://knowlesofnorwood.co.uk/,Q116037040,"Mo-Th 11:00-23:00; Fr, Sa 11:00-00:00; Su 12:00-22:30 || Mo-Sa 11:21:00; Su 12:00-19:00 ""Kitchen""",,,,,,,A,1,200,https://knowlesofnorwood.co.uk/,,320,data/tier_a_extractions/node_4232481693_4e9c5d585af01d05.txt,0.9000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
SE3,SE,way,479277796,way/479277796,51.4679778,0.0036919,The Hare and Billet,Greene King,,,,,,,,,,,,,,1a,Eliot Cottages,+44 20 8852 2352,https://www.hareandbillet.com/,Q16993679,Mo-Th 12:00-23:00, Fr 12:00-24:00, Sa 11:00-24:00, Su 11:00-22:30,,,,A,0,403,https://www.hareandbillet.com/,HTTPError:403,103,,,,,,,,,,,,no_tier_a_text_relpath
SE5,SE,node,12572448581,node/12572448581,51.4740302,-0.0903889,Stormbird,,,,,,,,,,,,,,,25,Camberwell Church Street,,https://stormbirdcamberwell.com,,Mo 16:00-23:00, Tu-Fr 16:00-24:00, Sa 12:30-24:00, Su 12:30-23:00,,,,A,0,200,https://stormbirdcamberwell.com,below_min_chars,141,,,,,,,,,,,,no_tier_a_text_relpath
SE6,SE,way,434179033,way/434179033,51.4446223,-0.0244596,Catford Bridge Tavern,,,,,,,,"The pub offers a Sunday roast with options for kids to eat free with every adult roast, including veggie and vegan options.",,,TRUE,,,,,Station Approach,+44 20 8690 6759,https://catfordtavern.com/,,"Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 00:00-01:00,12:00-24:00; Su 00:00-01:00,12:00-23:00",,,,,,,A,1,200,https://catfordtavern.com/,,300,data/tier_a_extractions/way_434179033_cf85860ca4b67d68.txt,1.0000,,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
SW15,SW,way,1011102852,way/1011102852,51.4627,-0.2166218,The Spotted Horse,Young's,,,,,,,"The Spotted Horse is a lively pub located on Putney High Street, offering a menu of fresh, seasonal British dishes and classic pub food. It features a rooftop terrace called Putney Beach Club, ideal for enjoying drinks and live sports, including Sky Sports coverage of major events. The pub is known for its Sunday roasts and is a popular spot for celebrations.",TRUE,,TRUE,,,,120-122,Putney High Street,+44 208 788 0246,https://www.spottedhorse.co.uk/,,,,,,,,,A,1,200,https://www.spottedhorse.co.uk/,,5019,data/tier_a_extractions/way_1011102852_47b74e1a430f6480.txt,1.0000,,0.0000,,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
SW19,SW,node,39741897,node/39741897,51.4185272,-0.1853025,The Sultan,Hop Back Brewery,,,,,,,"The Sultan is an award-winning pub located in South West London, known for its warm atmosphere and a variety of cask beers from Hop Back Brewery. It features quiz nights, cabaret, folk nights, and live music events. The pub has a walled garden and offers a small selection of food. It has received multiple CAMRA awards and is recognized for its well-kept beer and friendly staff.",TRUE,TRUE,TRUE,,,,78,Norman Road,,https://www.hopback.co.uk/our-pubs/the-sultan/,,,,,,,,,A,1,200,https://www.hopback.co.uk/our-pubs/the-sultan/,,2751,data/tier_a_extractions/node_39741897_f8cb8abced59225f.txt,1.0000,0.0000,0.8000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,
SW1A,SW,way,418075242,way/418075242,51.5068767,-0.1404741,Blue Posts,Greene King,,,,,,,,,,,,,,6,Bennet Street,,https://www.greeneking.co.uk/pubs/greater-london/blue-posts-st-james-s,,,,,,,,,A,1,403,https://www.greeneking.co.uk/pubs/greater-london/blue-posts-st-james-s,HTTPError:403,241,data/tier_a_extractions/way_418075242_21ac62c191ce8ea7.txt,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
SW1H,SW,way,321967936,way/321967936,51.4999401,-0.1337243,The Old Star,Greene King,,,,,,,,,,,,,,66,Broadway,,https://www.greeneking.co.uk/pubs/greater-london/old-star,,,,,,,,,A,1,403,https://www.greeneking.co.uk/pubs/greater-london/old-star,HTTPError:403,228,data/tier_a_extractions/way_321967936_234c34f14a328f68.txt,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
SW1V,SW,way,448420160,way/448420160,51.4918154,-0.1408772,Marquis of Westminster,Stonegate,,,,,,1839,"The Marquis of Westminster is a historic gastropub in Pimlico, transformed after refurbishment. It offers a menu of classic favorites, breakfast options, expertly crafted cocktails, and a lively atmosphere. The pub also hosts a weekly quiz and provides private hire for events.",,,TRUE,,,,50,Warwick Way,+44 20 7828 1700,https://www.thechaptercollection.co.uk/marquis-of-westminster,,"Fr,Sa 11:00-24:00; Su 12:00-22:30; Mo-Th 11:00-23:00",,,,,,,A,1,200,https://www.thechaptercollection.co.uk/marquis-of-westminster,,1279,data/tier_a_extractions/way_448420160_99bded811579396f.txt,1.0000,,1.0000,,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
SW1W,SW,node,568198493,node/568198493,51.4910922,-0.1549035,Fox and Hounds,,,,,,,,"The Fox and Hounds is a traditional end of terrace pub known for its character and personality. It caters to a diverse clientele and offers a selection of local and international drinks. The pub does not serve food, focusing instead on providing a comfortable environment for drinks and conversation.",,,FALSE,,,,29,Passmore Street,,https://foxandhoundssw1.co.uk/,,,,,,,,,A,1,200,https://foxandhoundssw1.co.uk/,,704,data/tier_a_extractions/node_568198493_22a7099b40794c0f.txt,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
SW1W,SW,node,3223507051,node/3223507051,51.4929364,-0.1488249,Travellers Tavern,Greene King,,,,,,,,,,,,,,4,Elizabeth Street,+44 20 7730 3957,https://www.greeneking.co.uk/pubs/greater-london/travellers-tavern,,,,,,,,,A,1,403,https://www.greeneking.co.uk/pubs/greater-london/travellers-tavern,HTTPError:403,237,data/tier_a_extractions/node_3223507051_6fa257a5e4ea561b.txt,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
SW3,SW,node,443032351,node/443032351,51.4885827,-0.16266,The Phoenix,,,,,,,,"The Phoenix in Chelsea offers a mix of modern and traditional British food with daily specials. It features a selection of real ales, a curated wine list, classic cocktails, and an outdoor terrace.",TRUE,,TRUE,,,,23,Smith Street,+44 20 7730 9182,https://www.thephoenixchelsea.co.uk/,,,,,,,,,A,1,200,https://www.thephoenixchelsea.co.uk/,,725,data/tier_a_extractions/node_443032351_571ef950d67ba672.txt,1.0000,,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
SW5,SW,node,7858027226,node/7858027226,51.4908911,-0.1825444,The Duke of Clarence,"Young & Co.'s Brewery, P.L.C",,,,,,,"A hidden gem in South Kensington, The Duke of Clarence is known for its live sports atmosphere with 5 big screens. It offers a menu featuring British pub food, including fish and chips and Sunday roasts. The pub is a great spot for dinner after sightseeing and is committed to providing an excellent experience for sports fans.",,,TRUE,,,,148,Old Brompton Road,+44 20 7373 1285,https://www.thedukeofclarencesw5.co.uk/,,,,,,,,,A,1,200,https://www.thedukeofclarencesw5.co.uk/,,2685,data/tier_a_extractions/node_7858027226_90e048b96a8f56fb.txt,1.0000,,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
SW6,SW,way,151171737,way/151171737,51.4799074,-0.1960165,Bootsy Brogan's,,,,,,,,"Bootsy Brogan's is an Irish style bar in West London, offering good food and personal service during the day, and attracting a lively crowd in the evenings. It features a big screen TV showing Sky Sports.",,,TRUE,,,,1,Fulham Broadway,,https://www.allinlondon.co.uk/clubs-bars/pubs/1639-bootsy-brogans,,,,,,,,,A,1,200,https://www.allinlondon.co.uk/clubs-bars/pubs/1639-bootsy-brogans,,553,data/tier_a_extractions/way_151171737_e32359d32e4e45e2.txt,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
SW7,SW,node,1360505703,node/1360505703,51.4940964,-0.1821606,Stanhope Arms,Greene King,,,,,,,,,,,,,,97,Gloucester Road,+44 20 7373 4192,https://www.greeneking.co.uk/pubs/greater-london/stanhope-arms,,,,,,,,,A,1,403,https://www.greeneking.co.uk/pubs/greater-london/stanhope-arms,HTTPError:403,233,data/tier_a_extractions/node_1360505703_8a09d8d9bd3a9f0a.txt,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
SW7,SW,way,809594843,way/809594843,51.4992807,-0.1808525,The Queens Arms,,,,,,,,,,,,,,,30,Queen's Gate Mews,+44 20 7823 9293,https://www.thequeensarmskensington.co.uk/,,,,,,,,,A,0,403,https://www.thequeensarmskensington.co.uk/,HTTPError:403,0,,,,,,,,,,,,no_tier_a_text_relpath
SW9,SW,node,279391479,node/279391479,51.4706805,-0.112081,Brixton Jamm,,,,,,,,"Brixton Jamm is a party venue in South London, central to Brixton's cultural and music scene for almost 20 years, hosting artists like Skepta and Adele. The building dates back to 1750.",,,,,,,261,Brixton Road,,https://www.brixtonjamm.org/,,,,,,,,,A,1,200,https://www.brixtonjamm.org/,,408,data/tier_a_extractions/node_279391479_193d4e5ef57408d4.txt,1.0000,0.0000,0.8000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,
W11,W,way,357564841,way/357564841,51.5166253,-0.2057168,The Castle,,,,,,,,,,,,,,,225,Portobello Road,+44 20 7221 7103,https://www.castleportobello.co.uk,,Mo-Th 12:00-23:00, Fr-Sa 11:00-00:00, Su 12:00-20:00,,,,,A,0,403,https://www.castleportobello.co.uk,HTTPError:403,0,,,,,,,,,,,,no_tier_a_text_relpath
W12,W,way,937498584,way/937498584,51.5056366,-0.2280941,The White Horse,Stonegate,,,,,,,,,,,,,,31,Uxbridge Road,+44 20 8723 4531,https://www.craftunionpubs.com/white-horse-shepherds-bush,,,,,,,,,A,1,200,https://www.craftunionpubs.com/white-horse-shepherds-bush,,332,data/tier_a_extractions/way_937498584_5682c5e3bf5efd22.txt,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
W14,W,way,987866346,way/987866346,51.4993171,-0.2161018,The Havelock Tavern,,,,,,,,,,,,,,,57,Masbro' Road,,https://www.havelocktavern.com/,,,,,,,,,A,0,403,https://www.havelocktavern.com/,HTTPError:403,103,,,,,,,,,,,,no_tier_a_text_relpath
W14,W,way,144667841,way/144667841,51.4953255,-0.2030862,The Warwick Arms,Fuller's,,,,,,,"The Warwick Arms in Kensington serves food including home-cooked Indian cuisine and British pub classics. It features outside seating and offers a selection of cask ales, lagers, wines, spirits, and soft drinks.",TRUE,,TRUE,,,,160,Warwick Road,+44 20 7603 3560,https://www.warwick-arms-kensington.co.uk/,,,,,,,,,A,1,200,https://www.warwick-arms-kensington.co.uk/,,940,data/tier_a_extractions/way_144667841_ec4083b62d674d3c.txt,1.0000,,0.0000,,0.8000,0.0000,1.0000,0.0000,0.0000,0.0000,
W1C,W,node,452240939,node/452240939,51.5143279,-0.1474367,Spread Eagle,Greene King,,,,,,,,,,,,,,8,Woodstock Street,+44 20 7629 4695,https://www.greeneking.co.uk/pubs/greater-london/spread-eagle,,,,,,,,,A,1,403,https://www.greeneking.co.uk/pubs/greater-london/spread-eagle,HTTPError:403,232,data/tier_a_extractions/node_452240939_e5c887b7d778630e.txt,0.0000,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
W1D,W,way,157779526,way/157779526,51.5129204,-0.1322801,Admiral Duncan,Stonegate,,,,,,,"The Admiral Duncan features vibrant bar staff and an eclectic range of customers, hosting various event nights. They offer a limited-edition duo of cocktails with a focus on taste and style.",,,,,,,54,Old Compton Street,,https://www.admiral-duncan.co.uk/soho,Q4683676,,,,,,,,A,1,200,https://www.admiral-duncan.co.uk/soho,,914,data/tier_a_extractions/way_157779526_b94e94add1ed5098.txt,0.9000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
W1D,W,way,572506209,way/572506209,51.5108129,-0.1353585,The Queen's Head,,,,,,,1736,"The Queens Head has been a free house in Soho since 1736, offering a unique pub experience without corporate constraints. It hosts live music every Sunday evening and is located near major venues like the Piccadilly Theatre.",,TRUE,,,,,,,+44 20 7437 1540,https://www.queensheadpiccadilly.com/,,,,,,,,,A,1,200,https://www.queensheadpiccadilly.com/,,2403,data/tier_a_extractions/way_572506209_c20eceb31f6bd3e9.txt,1.0000,,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,
W1D,W,way,288392857,way/288392857,51.5151219,-0.1331395,The Toucan,,,,,,,,,,,,,,,19,Carlisle Street,+44 20 7437 4123,https://www.thetoucansoho.co.uk/,,Mo-Tu 16:00-23:00, We-Sa 13:00-23:00, Su off,,,,,A,0,200,https://www.thetoucansoho.co.uk/,below_min_chars,29,,,,,,,,,,,,no_tier_a_text_relpath
W1H,W,node,10582361575,node/10582361575,51.5193391,-0.1614773,The Duke of Wellington,,,,,,,,"The Duke of Wellington aims to create a welcoming community pub in London, offering excellent food, a variety of beers, and quality wines. After closing in March 2016, it reopened in October 2020 following extensive refurbishment.",,,TRUE,,,,94A,Crawford Street,,https://thedukew1h.co.uk/,Q21008653,,,,,,,,A,1,200,https://thedukew1h.co.uk/,,829,data/tier_a_extractions/node_10582361575_212b5515109f9cc8.txt,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
W1K,W,way,631474504,way/631474504,51.5041033,-0.1489078,Rose & Crown,Greene King,,,,,,,,,,,,,,2,Old Park Lane,,https://www.greeneking.co.uk/pubs/greater-london/rose-and-crown,,,,,,,,,A,1,403,https://www.greeneking.co.uk/pubs/greater-london/rose-and-crown,HTTPError:403,234,data/tier_a_extractions/way_631474504_ca10f6dbbbafa1dd.txt,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
W1T,W,way,750447445,way/750447445,51.5225133,-0.1357722,Fitzrovia Belle,,,,,,,,"A community pub on Tottenham Court Road offering friendly service and a large food menu with classic pub favorites, daily specials, and a traditional Sunday Roast. It features two bars with a wide range of drinks and can host various events. The pub also has five boutique hotel rooms.",,,TRUE,,,TRUE,174,Tottenham Court Road,020 7387 7149,https://www.bellepubsandrestaurants.co.uk/fitzroviabelle,,,,,,,,,A,1,200,https://www.bellepubsandrestaurants.co.uk/fitzroviabelle,,1300,data/tier_a_extractions/way_750447445_a7f8a42680ced804.txt,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,
W1T,W,way,98535852,way/98535852,51.5192265,-0.1357686,The Queen Charlotte,BrewDog,,,,,,,,,,,,,,43,Goodge Street,+44 20 7323 9361,https://www.thequeencharlotte.co.uk/,,Mo-Sa 12:00-23:00, Su off,,,,,,A,0,200,https://www.thequeencharlotte.co.uk/,short_extract,0,,,,,,,,,,,,no_tier_a_text_relpath
W1W,W,way,276146932,way/276146932,51.5193164,-0.1407249,Crown & Sceptre,,,,,,,,,,,,,,,86,Great Titchfield Street,+44 20 7307 9971,https://www.thecrownandsceptrew1.co.uk/,,Mo-Sa 10:00-23:00, Su 12:00-22:30,,,,,,A,0,403,https://www.thecrownandsceptrew1.co.uk/,HTTPError:403,0,,,,,,,,,,,,no_tier_a_text_relpath
W2,W,way,121101761,way/121101761,51.5191374,-0.1953635,The Cow,,,,,,,,"The Cow is a vibrant venue known for its friendliness and cheer, specializing in Guinness and oysters. It offers prime pub fare with Northern European influences, featuring dishes like Fish stew, Bangers & Mash, and a Deluxe Seafood Platter.",,,TRUE,,,,89,Westbourne Park Road,,https://thecowlondon.com,,,,,,,,,A,1,200,https://thecowlondon.com,,525,data/tier_a_extractions/way_121101761_015e2810310a4b73.txt,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
W2,W,way,739178496,way/739178496,51.5149697,-0.1763335,The Pride of Paddington,,,,,,,,"The Pride of Paddington is a Central London pub offering a variety of drinks, food, and live sports events. They will show the Womens Six Nations Championships and FIFA World Cup 2026 on big screens, providing a lively atmosphere. Accommodation packages are available for select stays.",,,TRUE,,,TRUE,1-3,Craven Road,+44 20 7402 2156,https://www.theprideofpaddington.co.uk/,,,,,,,,,A,1,200,https://www.theprideofpaddington.co.uk/,,1212,data/tier_a_extractions/way_739178496_888157e7325bba48.txt,0.9000,,0.0000,0.0000,0.5000,0.5000,0.8000,0.5000,0.5000,0.8000,
W2,W,way,756311627,way/756311627,51.5173989,-0.1955377,The Prince Bonaparte,,,,,,,,,,,,,,,80,Chepstow Road,+44 20 7313 9491,https://www.theprincebonapartew2.co.uk/,,,,,,,,,A,1,403,https://www.theprincebonapartew2.co.uk/,HTTPError:403,210,data/tier_a_extractions/way_756311627_ea5ba96a8401c22b.txt,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
W2,W,way,744634826,way/744634826,51.5134848,-0.1712024,The Victoria,Fuller's,,,,,,,,,,TRUE,,,,10a,Strathearn Place,,https://www.victoriapaddington.co.uk/,Q17030403,,,,,,,,A,1,200,https://www.victoriapaddington.co.uk/,,644,data/tier_a_extractions/way_744634826_644c625a1d739660.txt,0.0000,0.0000,0.0000,,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
W5,W,node,293970330,node/293970330,51.5040481,-0.3059067,Rose and Crown,Fuller's,,,,,,,,,,TRUE,,,,1,Church Place,,https://www.roseandcrownealing.co.uk/,,,,,,,,,A,1,200,https://www.roseandcrownealing.co.uk/,,644,data/tier_a_extractions/node_293970330_e5ca65a64f22723f.txt,0.0000,0.0000,0.0000,,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
W6,W,node,419139634,node/419139634,51.4893442,-0.2290789,The Old City Arms,Stonegate,,,,,,,"There's food for any occasion at your nearest pub, including small plates, sharers, grills, burgers, and pub favourites. Food options differ at each pub.",,,TRUE,,,,,,,https://www.greatlocalpubs.co.uk/404,,,,,,,,,A,1,200,https://www.greatlocalpubs.co.uk/404,,255,data/tier_a_extractions/node_419139634_4a9d15c86f32cdb7.txt,0.9000,0.0000,0.0000,,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
W6,W,way,176677099,way/176677099,51.4903483,-0.2398601,The Old Ship,Young's,,,,,,,"The Old Ship is an iconic riverside pub in Hammersmith, offering stunning views of the Thames, seasonal British food, and a relaxed atmosphere for drinks and celebrations. It features private hire spaces for events and is known for its Sunday roasts and wedding settings.",,,TRUE,,,,25,Upper Mall,+44 20 8748 2593,https://www.oldshiphammersmith.co.uk/,,Mo-Th 11:00-23:00, Fr 12:00-23:00, Sa 12:00-23:00, Su 12:00-22:00,,,,A,1,200,https://www.oldshiphammersmith.co.uk/,,4749,data/tier_a_extractions/way_176677099_c0fe824cda751dbd.txt,1.0000,,0.0000,,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
W8,W,way,128292693,way/128292693,51.5020851,-0.1877493,Goat Tavern,Greene King,,,,,,,,,,,,,,3,Kensington High Street,,https://www.greeneking.co.uk/pubs/greater-london/goat-tavern,Q23301475,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00",,,,,,,A,1,403,https://www.greeneking.co.uk/pubs/greater-london/goat-tavern,HTTPError:403,231,data/tier_a_extractions/way_128292693_4faa051147b2dfdd.txt,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
W8,W,way,829086948,way/829086948,51.49646,-0.1972511,The Hansom Cab,,,,,,,,,,,,,,,84-86,Earl's Court Road,,https://thehansomcab.com/,Q18160134,,,,,,,,A,0,200,https://thehansomcab.com/,short_extract,0,,,,,,,,,,,,no_tier_a_text_relpath
W8,W,way,112673208,way/112673208,51.5089768,-0.1949996,The Old Swan,Greene King,,,,,,,,,,,,,,206,Kensington Church Street,,https://www.greeneking.co.uk/pubs/greater-london/old-swan,,"Su-We 12:00-23:00, Th 12:00-24:00, Fr,Sa 12:00-01:00",,,,,,,A,1,403,https://www.greeneking.co.uk/pubs/greater-london/old-swan,HTTPError:403,228,data/tier_a_extractions/way_112673208_51a4b1e7cca8a739.txt,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
WC1N,WC,node,25475914,node/25475914,51.5210917,-0.1228519,The Swan,Greene King,,,,,,,,,,,,,,,,,https://www.greeneking.co.uk/pubs/greater-london/swan,,,,,,,,,A,1,403,https://www.greeneking.co.uk/pubs/greater-london/swan,HTTPError:403,224,data/tier_a_extractions/node_25475914_82532750be922a79.txt,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
