id,name,operator,calc_postcode_district,calc_postcode_area,lat,lon,addr_housenumber,addr_street,addr_city,serper_query,confidence,suggested_website,suggested_website_original,validation_status,alternates_json,notes
node/338463555,The Argyle,,EC1N,EC,51.5190993,-0.1088628,1,Greville Street,London,"""The Argyle"" pub London 1 Greville Street EC1N",0.900,https://www.hatton-garden.london/eat/the-argyle,https://www.hatton-garden.london/eat/the-argyle,200,"[""https://the-argyle-2.wheree.com/"", ""https://www.pubsmiths.co.uk/argyle-holborn/food-and-drink"", ""https://www.novacircle.com/en-HK/spots/europe/united-kingdom/england/london/london/the-argyle-6ffc7b"", ""https://www.tagvenue.com/venues/london/17329/the-argyle-1"", ""https://www.pubsmiths.co.uk/argyle-holborn""]","openai:This candidate URL explicitly mentions the exact address 1 Greville St, London EC1N 8PQ matching the pub's address and postcode area, with strong page evidence and geo bonus scores, indicating it is the correct official or closely related site for The Argyle pub.;loc_ok=near_coords"
way/569138307,The Bleeding Heart Tavern,,EC1N,EC,51.5193878,-0.1069636,19,Greville Street,London,"""The Bleeding Heart Tavern"" pub London 19 Greville Street EC1N",0.950,https://bleedingheart.co.uk/tavern,https://bleedingheart.co.uk/tavern,200,"[""https://bleedingheart.co.uk/"", ""https://www.thefork.com/restaurant/the-bleeding-heart-tavern-bar-and-grill-r832245"", ""https://www.pubsgalore.co.uk/pubs/53975/"", ""https://www.naboo.app/en-us/explorer/houses/the-bleeding-heart-tavern-bar-and-grill"", ""https://thatsup.co.uk/london/bar/the-bleeding-heart-tavern/""]","openai:The URL bleedingheart.co.uk/tavern explicitly mentions The Bleeding Heart Tavern at 19 Greville Street, London EC1N, matching the pub's address and name closely with strong page evidence.;loc_ok=address_tokens"
way/98515735,The One Tun,,EC1N,EC,51.5197627,-0.1064501,125,Saffron Hill,London,"""The One Tun"" pub London 125 Saffron Hill EC1N",0.000,https://www.commons.london/ec1-places/one-tun-pub,https://www.commons.london/ec1-places/one-tun-pub,200,"[""https://www.trip.com/hotels/london-hotel-detail-4590943/the-one-tun-pub-and-rooms/"", ""https://www.hotels.uk.com/uk/greater-london/hotels-in-london/the-one-tun-pub-rooms.ec1n-8qs?sid=0d4c276186f2030c11f5fd38f9e1cb95lZBuUvRkkW+DTA=="", ""https://www.onetun.co.uk/"", ""https://www.expedia.com/London-Hotels-The-One-Tun-Pub-And-Rooms.h11711447.Hotel-Information"", ""https://www.kayak.com/London-Hotels-The-One-Tun-Pub-and-Rooms.2393316.ksp""]","heuristic:https://www.commons.london/ec1-places/one-tun-pub;ai_review=URL is a general area guide page, not an official site or operator page for The One Tun pub"
way/155363856,Horseshoe,,EC1R,EC,51.523877,-0.1067774,24,Clerkenwell Close,London,"""Horseshoe"" pub London 24 Clerkenwell Close EC1R",0.000,https://www.great-british-pubs.co.uk/locations/london/islington/clerkenwell/horseshoe-clerkenwell,https://www.great-british-pubs.co.uk/locations/london/islington/clerkenwell/horseshoe-clerkenwell,200,"[""https://the-horseshoe.com-place.com/"", ""https://the-horseshoe-1606710.wheree.com/"", ""https://capitalarrows.com/pub/horseshoe/"", ""https://wanderlog.com/place/details/2120826/the-horseshoe"", ""https://www.novacircle.com/spots/europe/united-kingdom/england/london-borough-of-islington/london/the-horseshoe-clerkenwell-dccfd0/menu""]","heuristic:https://www.great-british-pubs.co.uk/locations/london/islington/clerkenwell/horseshoe-clerkenwell;ai_review=Site is a directory listing, not the official or operator site for the pub"
way/99379749,Old China Hand,,EC1R,EC,51.526764,-0.1089474,8,Tysoe Street,London,"""Old China Hand"" pub London 8 Tysoe Street EC1R",0.000,https://www.noordinarypub.com/,https://www.noordinarypub.com/,200,"[""https://www.noordinarypub.com/about-us"", ""https://pubology.co.uk/pubs/3307.html"", ""https://www.mapquest.com/gb/england/old-china-hand-526603747"", ""https://www.corner.inc/place/1324262"", ""https://capitalarrows.com/pub/old-china-hand/""]","heuristic:https://www.noordinarypub.com/;ai_review=Page appears generic or unrelated; no clear indication it is the official site for Old China Hand at 8 Tysoe Street, London"
way/70298958,The Clerk & Well,Stonegate,EC1R,EC,51.5221405,-0.1106547,156,Clerkenwell Road,London,"""The Clerk & Well"" pub London 156 Clerkenwell Road EC1R",0.950,https://www.theclerkandwellpub.co.uk/,https://www.theclerkandwellpub.co.uk/,200,"[""https://www.expedia.com/London-Hotels-The-Clerk-Well-Pub-Rooms.h10084427.Hotel-Information"", ""https://www.mapquest.com/gb/england/the-clerk-and-well-526607598"", ""https://www.prestigia.com/en/the-clerk-well-pub-rooms.html"", ""https://www.travelocity.com/London-Hotels-The-Clerk-Well-Pub-Rooms.h10084427.Hotel-Information"", ""https://www.kayak.com/London-Hotels-The-Clerk-Well-Pub-Rooms.792886.ksp""]","openai:This URL is the official website of The Clerk & Well pub, explicitly mentioning its location on Clerkenwell Road in Central London, matching the pub's address and name. Other candidates are mostly booking or aggregator sites.;loc_ok=address_tokens"
way/155363890,The Crown Tavern,,EC1R,EC,51.5231819,-0.1052383,43,Clerkenwell Green,London,"""The Crown Tavern"" pub London 43 Clerkenwell Green EC1R",0.000,https://www.commons.london/ec1-places/the-crown-tavern,https://www.commons.london/ec1-places/the-crown-tavern,200,"[""https://www.thecrowntavernec1.co.uk/"", ""https://www.tagvenue.com/venues/london/1803/the-crown-tavern"", ""https://evendo.com/locations/united-kingdom/windsor/attraction/the-crown-tavern?currency=VUV""]","heuristic:https://www.commons.london/ec1-places/the-crown-tavern;ai_review=The URL is a generic area guide page for EC1 places, not the official site or operator page for The Crown Tavern at 43 Clerkenwell Green"
node/452433527,The Gunmakers,,EC1R,EC,51.5224993,-0.1104184,,,,"""The Gunmakers"" pub London EC1R",0.000,https://www.thegunmakers.co.uk/,https://www.thegunmakers.co.uk/,200,"[""https://the-gunmakers.goto-where.com/"", ""https://thegunmakers.wordpress.com/about/"", ""https://www.dcl.co.uk/property/the-gunmakers-13-eyre-st-hill-clerkenwell-london-ec1r-5et/"", ""https://www.london-unattached.com/gunmakers-pub-restaurant-marylebone/"", ""https://londoncocktailweek.com/bars/37623/the-gunmakers/""]",heuristic:https://www.thegunmakers.co.uk/;ai_confirmed_loc_fail=district_only_no_geo
way/163272356,The Harlequin,,EC1R,EC,51.5298926,-0.1061838,27,Arlington Way,London,"""The Harlequin"" pub London 27 Arlington Way EC1R",0.000,https://www.harlequinpub.co.uk/photos/,https://www.harlequinpub.co.uk/photos/,200,"[""https://www.harlequinpub.co.uk/"", ""https://www.mapquest.com/gb/england/the-harlequin-523042952"", ""https://x.com/LondonPubMap/status/1879978613107564980"", ""https://www.goodbeergoodpubs.co.uk/pub-reviews/london-north/angel-and-islington/harlequin/"", ""https://www.harlequinpub.co.uk/contact-find-us/""]",heuristic:https://www.harlequinpub.co.uk/photos/;ai_confirmed_loc_fail=no_location_match
way/99813922,The Marian Anderson,,EC1R,EC,51.5243438,-0.1081924,28-32,Bowling Green Lane,London,"""The Marian Anderson"" pub London 28-32 Bowling Green Lane EC1R",0.950,https://themariananderson.com/,https://themariananderson.com/,200,"[""https://the-marian-anderson.wheree.com/"", ""https://themariananderson.com/contact/"", ""https://themariananderson.com/menu/""]","openai:Themariananderson.com domain has multiple pages referencing the exact address 28-32 Bowling Green Ln, London EC1R 0BJ, matching the pub's location and name, indicating it is the official site.;loc_ok=district+address"
way/99057959,The Shakespeare's Head,,EC1R,EC,51.5294484,-0.1067885,1,Arlington Way,London,"""The Shakespeare's Head"" pub London 1 Arlington Way EC1R",0.900,https://www.goodbeergoodpubs.co.uk/pub-reviews/london-north/angel-and-islington/shakespeares-head/,https://www.goodbeergoodpubs.co.uk/pub-reviews/london-north/angel-and-islington/shakespeares-head/,200,"[""https://mapy.com/en/?source=osm&id=13119788"", ""https://woodencity.substack.com/p/more-cheap-pints-in-zone-1"", ""https://www.beerintheevening.com/pubs/s/25/25902/Shakespeares_Head/Islington"", ""https://www.standard.co.uk/going-out/bars/go-back-in-time-at-shakespeares-head-7412437.html""]","openai:The URL is a dedicated pub review site with a detailed page about Shakespeare's Head in Angel and Islington, London, matching the location Arlington Way EC1R. It has the highest combined evidence and geo bonus scores, indicating strong relevance to the exact pub.;loc_ok=near_coords"
way/665469557,The Wilmington,,EC1R,EC,51.5261368,-0.1101095,69,Rosebery Avenue,London,"""The Wilmington"" pub London 69 Rosebery Avenue EC1R",0.950,https://www.wilmingtonclerkenwell.com/,https://www.wilmingtonclerkenwell.com/,200,"[""https://www.wilmingtonclerkenwell.com/find-us"", ""https://www.mapquest.com/gb/england/the-wilmington-527307728"", ""https://www.fanzo.com/en/bar/3929/the-wilmington"", ""https://www.abouttimemagazine.co.uk/food/eat-here-the-wilmington-clerkenwell/"", ""https://mindtrip.ai/attraction/london-greater/wilmington/at-Ib7jW9Nv""]","openai:The URL https://www.wilmingtonclerkenwell.com/ is clearly the official website of The Wilmington pub at 69 Rosebery Avenue, London EC1R, matching the exact address and location. It has strong page evidence and geo bonus scores, indicating it is the authentic site rather than an aggregator or unrelated page.;loc_ok=near_coords"
node/988573532,Crudough,,EC1V,EC,51.5298098,-0.1048949,,,,"""Crudough"" pub London EC1V",0.000,https://crudough.com/,https://crudough.com/,200,"[""https://crudough.com/angel/"", ""https://crudough.com/archway/"", ""https://www.mapquest.com/gb/england/crudough-angel-808129817"", ""https://www.aaa.com/tripcanvas/restaurant/crudough-AA83863"", ""https://www.pubsgalore.co.uk/pubmap/23319/""]",heuristic:https://crudough.com/;ai_confirmed_loc_fail=district_only_no_geo
88efd5f1-e9f9-4f0c-a28a-412e52e5ae7d,Britannia,Independent,EC1V,EC,51.5273,-0.0945365,,,,"""Britannia"" pub London EC1V",0.000,https://www.britanniatavern.com/,https://www.britanniatavern.com/,200,"[""https://britannia-public-house.wheree.com/"", ""https://www.pubsgalore.co.uk/pubs/23300/"", ""https://www.great-british-pubs.co.uk/locations/london/islington/islington/britannia-clerkenwell"", ""https://www.naboo.app/en-us/explorer/houses/britannia-house"", ""https://www.tagvenue.com/venues/london/61484/britannia-public-house""]",heuristic:https://www.britanniatavern.com/;ai_confirmed_loc_fail=district_only_no_geo
way/167261940,Il Cicchetto,,EC1V,EC,51.5239337,-0.0963178,44,Old Street,London,"""Il Cicchetto"" pub London 44 Old Street EC1V",0.900,https://licklist.co.uk/il-cicchetto,https://licklist.co.uk/il-cicchetto,200,"[""https://barmagazine.co.uk/elegant-innovation-gibson-cocktail-bar-london/"", ""https://www.pubology.co.uk/indexes/ec1.html"", ""https://www.allinlondon.co.uk/restaurants/restaurant-bar/15882-il-cicchetto"", ""https://www.beerintheevening.com/pubs/results.shtml/tr/72/page/2/show_comments/5/"", ""https://www.pigsear.org.uk/newguide.html""]","openai:The licklist.co.uk page explicitly matches the pub name and exact address 44 Old Street, London EC1V, with strong geo evidence and no indication it is an aggregator or social site.;loc_ok=near_coords"
way/100442829,Old Red Lion,,EC1V,EC,51.531418,-0.1059198,418,St. John Street,London,"""Old Red Lion"" pub London 418 St. John Street EC1V",0.900,https://weareoldred.co.uk/,https://weareoldred.co.uk/,200,"[""https://old-red-lion-theatre-pub.weeblyte.com/"", ""https://book.toasttab.com/r/old-red-lion-theatre-pub-418-st-john-street"", ""https://www.pubology.co.uk/pubs/3083.html"", ""https://www.mapquest.com/gb/england/old-red-lion-theatre-527819469"", ""https://www.pubsgalore.co.uk/pubs/53972/""]","openai:The site explicitly states the address 418 St John St London EC1V 4NJ matching the pub's address and name, indicating it is the official Old Red Lion Pub & Playhouse website.;loc_ok=district+address"
node/248444184,Sports Bar & Grill,,EC1V,EC,51.525197,-0.0900377,174-180,Old Street,London,"""Sports Bar & Grill"" pub London 174-180 Old Street EC1V",0.900,https://www.stonegategroup.co.uk/press/sports-bar-and-grill-debut-new-brand-look-with-opening-in-old-street/,https://www.stonegategroup.co.uk/press/sports-bar-and-grill-debut-new-brand-look-with-opening-in-old-street/,200,"[""https://sports-bar-grill-old-street.wheree.com/"", ""https://mapy.com/da/?source=osm&id=13050892"", ""https://www.squaremeal.co.uk/restaurants/sports-bar-grill-old-street_18974"", ""https://pubwiki.co.uk/LondonPubs///StLuke/LittenTree.shtml"", ""https://www.bdir.in/p/best/ca/sports-bars-in-london-on/MTU2Nzkz""]","openai:This URL is from Stonegate Group, a known operator, and specifically mentions the Sports Bar & Grill at Old Street with a detailed description of the venue and investment, matching the address 174-180 Old Street EC1V. It is more authoritative than review or map sites.;loc_ok=district+address"
way/97553868,The Artisan,,EC1V,EC,51.5229125,-0.1041261,53-54,St John's Square,London,"""The Artisan"" pub London 53-54 St John's Square EC1V",0.900,https://pubology.co.uk/pubs/3095.html,https://pubology.co.uk/pubs/3095.html,200,"[""https://dokumen.pub/france-for-dummies-4nbsped-0470085819-9780470085813.html"", ""https://www.beerintheevening.com/pubs/s/12/12354/Priory/Clerkenwell"", ""https://pubhtml5.com/hmeo/nawl/Lonely_Planet_London_Travel_Guide/"", ""https://www.scribd.com/doc/238888028/Dutch-Design-A-History-Art-eBook""]","openai:The URL is a dedicated pub directory page specifically for the Artisan at 53-54 St John's Square, EC1V, matching the address and location exactly, with strong geo evidence and relevant content. Other candidates are unrelated or generic.;loc_ok=near_coords"
way/155366810,The Corner Bar,,EC1V,EC,51.5271864,-0.0970114,,,,"""The Corner Bar"" pub London EC1V",0.900,https://www.pubsgalore.co.uk/pubs/53955/,https://www.pubsgalore.co.uk/pubs/53955/,200,"[""https://www.pubsaroundme.com/merchants/the-corner-bar-125-central-st"", ""https://www.mapquest.com/gb/england/the-corner-bar-512220376"", ""https://publocation.uk/pubs/london/islington/the-corner-bar"", ""https://pubology.co.uk/pubs/4232.html""]",openai:The URL is a dedicated pub listing site with high geo bonus and mentions EC1 area matching the pub's district; it is not a social network or aggregator and appears focused on the correct venue.;loc_ok=near_coords
way/157247469,The Horns,,EC1V,EC,51.5260468,-0.0851025,262-264,Old Street,London,"""The Horns"" pub London 262-264 Old Street EC1V",0.000,https://sportsbarsshoredich.weebly.com/,https://sportsbarsshoredich.weebly.com/,200,"[""https://the-horns-1.wheree.com/"", ""https://www.pubsgalore.co.uk/pubs/23366/"", ""https://pubology.co.uk/pubs/4059.html"", ""https://tuscl.net/listing/518"", ""https://directory.leicestermercury.co.uk/company/1084143551434752""]","heuristic:https://sportsbarsshoredich.weebly.com/;ai_review=Candidate URL is a generic sports bars listing site, not the official site or operator page for The Horns at 262-264 Old Street, London."
way/149390344,The Old Ivy House,,EC1V,EC,51.5258666,-0.0995814,166,Goswell Road,London,"""The Old Ivy House"" pub London 166 Goswell Road EC1V",0.950,https://oldivyhouse.co.uk/,https://oldivyhouse.co.uk/,200,"[""https://londonist.com/london/pubs/old-ivy-house-goswell-road"", ""https://www.squaremeal.co.uk/restaurants/the-old-ivy-house_27990"", ""https://www.citystack.co/the-old-ivy-house"", ""https://oldivyhouse.co.uk/contact"", ""https://www.thefork.com/restaurant/indi-pub-kitchen-the-old-ivy-house-r847336""]","openai:The URL oldivyhouse.co.uk is the official website of The Old Ivy House, matches the pub name exactly, and the contact page confirms the address 166 Goswell Road, London EC1V, matching the given pub location.;loc_ok=district+address"
way/160527361,The Slaughtered Lamb,,EC1V,EC,51.5233123,-0.1012071,34-35,Great Sutton Street,London,"""The Slaughtered Lamb"" pub London 34-35 Great Sutton Street EC1V",0.900,https://www.urbanpubsandbars.com/venues/slaughtered-lamb,https://www.urbanpubsandbars.com/venues/slaughtered-lamb,200,"[""https://the-slaughtered-lamb.wheree.com/"", ""https://www.beerguideldn.com/pubs.php?IDKEY=21"", ""https://ra.co/clubs/7480"", ""https://thevendry.com/venue/280220/the-slaughtered-lamb-greater-london-united-kingdom"", ""https://www.mapquest.com/gb/england/the-slaughtered-lamb-523474064""]","openai:URL clearly matches the pub name and address 34-35 Great Sutton Street, London EC1V 0DX, matching the given location with strong page evidence.;loc_ok=district+address"
way/164475611,The Spread Eagle,,EC1V,EC,51.5274788,-0.0782005,3,Kingsland Road,London,"""The Spread Eagle"" pub London 3 Kingsland Road EC1V",0.900,https://meniu.menu/restaurants/shoreditch-united-kingdom/the-spread-eagle-13,https://meniu.menu/restaurants/shoreditch-united-kingdom/the-spread-eagle-13,200,"[""https://spread-eagle-karaoke-bar.wheree.com/"", ""https://www.pigsear.org.uk/2017guide.html"", ""https://www.beerintheevening.com/pubs/results.shtml?tr=220&page=34&show_comments=5"", ""https://www.yell.com/s/bars-haggerston-east+london.html"", ""https://londonplanner.com/10-best-vegan-restaurants-in-london/""]","openai:The URL mentions the correct address 3-5 Kingsland Rd, Shoreditch, UK matching the given pub address 3 Kingsland Road, London EC1V area, and has strong page evidence and geo bonus.;loc_ok=near_coords"
way/149070189,The Sutton Arms,,EC1V,EC,51.5233155,-0.100327,16,Great Sutton Street,London,"""The Sutton Arms"" pub London 16 Great Sutton Street EC1V",0.900,https://www.sutton-arms.co.uk/,https://www.sutton-arms.co.uk/,200,"[""https://www.mapquest.com/gb/england/the-sutton-arms-527986756"", ""https://www.pint-prices.com/pub/16%20Great%20Sutton%20St,%20London%20EC1V%200DH/The%20Sutton%20Arms"", ""https://janesketching.com/2024/09/03/sutton-arms-great-sutton-st-ec1/"", ""https://www.novacircle.com/spots/europe/united-kingdom/london-borough-of-camden/london/london/the-sutton-arms-551836"", ""https://londonist.com/london/drink/pub-of-the-week-sutton-arms""]","openai:The URL is the official website for The Sutton Arms in Barbican, London, matching the pub name and location closely. It is not an aggregator or social network and has a high evidence score.;loc_ok=address_tokens"
node/289075156,Two Brewers,,EC1Y,EC,51.5224839,-0.0928541,121,Whitecross Street,London,"""Two Brewers"" pub London 121 Whitecross Street EC1Y",0.950,https://twobrewerswhitecross.uk/,https://twobrewerswhitecross.uk/,200,"[""https://twobrewerswhitecross.uk/about-us/"", ""https://londonist.com/pubs/two-brewers"", ""https://www.pubology.co.uk/pubs/3953.html"", ""https://www.great-british-pubs.co.uk/locations/london/greater-london/london/two-brewers-whitecross-st"", ""https://wanderlog.com/place/details/2487899/the-two-brewers""]","openai:The URL twobrewerswhitecross.uk matches the pub name and street (Whitecross Street) exactly, and the site describes itself as a traditional London pub with a warm atmosphere. Other candidates are directories or unrelated venues.;loc_ok=district+address"
way/163995943,Bricklayer's Arms,,EC2A,EC,51.526175,-0.0811116,63,Charlotte Road,London,"""Bricklayer's Arms"" pub London 63 Charlotte Road EC2A",0.000,https://www.alamy.com/exterior-view-of-bricklayers-arms-pub-corner-of-rivington-street-and-charlotte-road-in-shoreditch-hackney-east-london-ec2-uk-image337861821.html,https://www.alamy.com/exterior-view-of-bricklayers-arms-pub-corner-of-rivington-street-and-charlotte-road-in-shoreditch-hackney-east-london-ec2-uk-image337861821.html,200,"[""https://mapstr.com/place/yr33YqMSZwg/the-bricklayers-arms-london-pub-beer-bar-2022-drinkies""]","heuristic:https://www.alamy.com/exterior-view-of-bricklayers-arms-pub-corner-of-rivington-street-and-charlotte-road-in-shoreditch-hackney-east-london-ec2-uk-image337861821.html;ai_review=URL is a stock photo site page, not an official pub or operator website"
node/5722196422,Exchange Square,,EC2A,EC,51.5200131,-0.0808406,,,,"""Exchange Square"" pub London EC2A",0.900,https://steaksociety.com/location/the-salt-point-bar/,https://steaksociety.com/location/the-salt-point-bar/,200,"[""https://broadgate.co.uk/eatdrinkshop/back-to-mine/"", ""https://www.mapquest.com/gb/england/the-white-horse-appold-street-526609811"", ""https://www.favouritetable.com/discover/city-of-london/corney-barrow-exchange-square"", ""https://piccolinorestaurants.com/private-events/the-private-dining-room-exchange-square/"", ""https://www.inapub.co.uk/venues/the-salt-point-bar/london/ec2a2eh/53138""]","openai:The Salt Point Bar is located at 2 Exchange Square, London EC2A 2EH, matching the district and coordinates closely. The URL is the official site of the operator, not an aggregator or social network.;loc_ok=near_coords"
node/4969009472,Long Arm Pub & Brewery,,EC2A,EC,51.5219834,-0.0855031,20-26,Worship Street,London,"""Long Arm Pub & Brewery"" pub London 20-26 Worship Street EC2A",0.950,https://longarmpub.co.uk/,https://longarmpub.co.uk/,200,"[""https://breweryhistory.com/wiki/index.php/Long_Arm_Brewery"", ""https://www.squaremeal.co.uk/restaurants/the-long-arm-brewery-tap-room_11880"", ""https://londonist.com/london/pubs/longarm"", ""https://thevendry.com/venue/282913/long-arm-sports-pub-brewery-worship-street-greater-london-united-kingdom"", ""https://longarmpub.co.uk/contact-us/""]","openai:The URL longarmpub.co.uk matches the pub name exactly and the page snippet includes the full address 20-26 Worship Street EC2A 2DX, which matches the given address and district. It is clearly the official site for the Long Arm Pub & Brewery in London.;loc_ok=district+address"
way/164527293,Old Kings Head,,EC2A,EC,51.5231109,-0.0823032,28,Holywell Row,London,"""Old Kings Head"" pub London 28 Holywell Row EC2A",0.000,https://www.mapquest.com/gb/england/old-kings-head-528494115,https://www.mapquest.com/gb/england/old-kings-head-528494115,202,"[""https://oldkingshead.london/"", ""https://www.mylondon.news/whats-on/music-nightlife-news/hidden-gem-family-run-pub-33433891"", ""https://janesketching.com/2022/11/27/old-kings-head-ec2/"", ""https://www.novacircle.com/spots/europe/united-kingdom/england/london/london/old-kings-head-937d9d""]","heuristic:https://www.mapquest.com/gb/england/old-kings-head-528494115;ai_review=URL is a generic mapping service page, not an official or operator site for the specific pub"
way/157021561,The Barley Mow,,EC2A,EC,51.5260672,-0.080531,127,Curtain Road,London,"""The Barley Mow"" pub London 127 Curtain Road EC2A",0.950,https://thebarleymowshoreditch.co.uk/,https://thebarleymowshoreditch.co.uk/,200,"[""https://the-barley-mow-31.wheree.com/"", ""https://www.mapquest.com/gb/england/the-barley-mow-513367517"", ""https://www.beerintheevening.com/pubs/s/34/342/Barley_Mow/Shoreditch"", ""https://www.layersoflondon.org/map/records/barley-mow-127-curtain-road-shoreditch-ec2"", ""https://thebarleymowshoreditch.co.uk/contact/""]","openai:The URL explicitly matches the pub name and location (127 Curtain Road, Shoreditch, EC2A), includes contact details and address matching the given pub data, and is not an aggregator or social network.;loc_ok=district+address"
way/631252074,The Windmill,,EC2A,EC,51.5232101,-0.0864547,27,Tabernacle Street,London,"""The Windmill"" pub London 27 Tabernacle Street EC2A",0.900,https://www.thewindmillinthecity.com/,https://www.thewindmillinthecity.com/,200,"[""https://www.squaremeal.co.uk/restaurants/the-windmill-tabernacle-street_1533"", ""https://www.mapquest.com/gb/england/the-windmill-in-the-city-524621034"", ""https://www.inapub.co.uk/venues/the-windmill/london/ec2a4de/7347""]","openai:The URL is the official website of The Windmill at 27 Tabernacle Street, matching the pub name and address closely. Other candidates are directories or aggregators without official status.;loc_ok=address_tokens"
d5feda4f-5add-449c-ab40-57d0ac23f4ed,Bishop's Vaults,Independent,EC2M,EC,51.518,-0.0794478,,,,"""Bishop's Vaults"" pub London EC2M",0.000,https://www.functionfixers.co.uk/venue/bishops-vaults-wine-bar/,https://www.functionfixers.co.uk/venue/bishops-vaults-wine-bar/,200,"[""https://www.mapquest.com/gb/england/bishops-vaults-798068836"", ""https://www.venuesearchlondon.com/venues/hire-the-bishops-vaults"", ""https://lhmagazine.co.uk/youngs-opens-new-wine-bar-in-the-city-the-bishops-vaults/"", ""https://www.hot-dinners.com/2023021012120/Gastroblog/Latest-news/the-bishops-vaults-liverpool-street-bishopsgate-wine-bar-london"", ""https://www.novacircle.com/spots/europe/united-kingdom/london-borough-of-tower-hamlets/london/london/bishops-vaults-93b8d7""]",heuristic:https://www.functionfixers.co.uk/venue/bishops-vaults-wine-bar/;ai_confirmed_loc_fail=district_only_no_geo
node/1150003215,Keats at the Globe,,EC2M,EC,51.5178081,-0.0886538,,,,"""Keats at the Globe"" pub London EC2M",0.000,https://www.citypubs.co.uk/pubs/theglobe.html,http://www.citypubs.co.uk/pubs/theglobe.html,200,"[""https://www.hitched.co.uk/wedding-venues/the-globe_393745.htm"", ""https://www.nicholsonspubs.co.uk/restaurants/london/theglobemoorgatelondon/private-events"", ""https://www.tagvenue.com/rooms/london/2835/the-globe/keats""]",heuristic:https://www.citypubs.co.uk/pubs/theglobe.html;ai_confirmed_loc_fail=district_only_no_geo
way/835395161,Lady Abercorn's Pub and Kitchen,,EC2M,EC,51.517107,-0.0810683,40,Liverpool Street,London,"""Lady Abercorn's Pub and Kitchen"" pub London 40 Liverpool Street EC2M",0.900,https://uk-london.us/hotel/andazlondon,https://uk-london.us/hotel/andazlondon,200,"[""https://www.thestar.co.uk/lifestyle/spitalfields-london-market-hotel-anniversary-staycation-trip-city-4902324"", ""https://www.standard.co.uk/going-out/restaurants/you-can-now-get-bottomless-yorkshire-puddings-in-shoreditch-a3750956.html"", ""https://www.luxurylifestylemag.co.uk/travel/6-reasons-the-andaz-london-liverpool-street-a-concept-by-hyatt-is-now-one-of-londons-most-exclusive-hotels/"", ""https://www.travelated.com/united-kingdom/london/andaz-london-liverpool-street-concept-by-hyatt"", ""https://sekhonfamilyoffice.com/blogs/celebrity-life/hotel-review-andaz-london-liverpool-street-in-london?srsltid=AfmBOopSdYWf-t1r2yArqjEyJ3glJFsp3hTXUYEeIGCpanPge7j-Rdyi""]","openai:This candidate has the highest page evidence score (9.0) mentioning Lady Abercorn's Pub and Kitchen with a detailed description, and the address matches 40 Liverpool Street, London EC2M area. It appears to be the official or a dedicated site for the Andaz London Liverpool Street hotel, which operates the pub.;loc_ok=district+address"
ae5318d5-591b-4177-abae-b8f84c51eda3,Lady Abercorns,Andaz,EC2M,EC,51.5171,-0.0810949,,,,"""Lady Abercorns"" pub London EC2M",0.000,https://hungryhongkong.net/2024/04/lady-abercorns-pub-kitchen-at-andaz-london-liverpool-street.html,https://hungryhongkong.net/2024/04/lady-abercorns-pub-kitchen-at-andaz-london-liverpool-street.html,200,"[""https://www.mapquest.com/gb/england/lady-abercorns-pub-kitchen-523133949"", ""https://www.hyattrestaurants.com/en/london/restaurant-bar/lady-abercorns-pub-kitchen"", ""https://www.thecityofldn.com/directory/lady-abercorns-pub-kitchen/"", ""https://londontheinside.com/location/lady-abercorns-pub-kitchen/"", ""https://www.tagvenue.com/rooms/london/943/andaz-london-hotel/lady-abercorns-pub-kitchen""]","heuristic:https://hungryhongkong.net/2024/04/lady-abercorns-pub-kitchen-at-andaz-london-liverpool-street.html;ai_review=Candidate URL is a third-party blog/review site, not the official venue or operator page for Lady Abercorns pub."
node/291754220,The Botanist,,EC2M,EC,51.5189552,-0.0836417,35,Broadgate Circle,London,"""The Botanist"" pub London 35 Broadgate Circle EC2M",0.900,https://etmcollection.co.uk/venue/botanist-broadgate-circle/,https://etmcollection.co.uk/venue/botanist-broadgate-circle/,200,"[""https://thebotanist.uk.com/"", ""https://www.thefork.com/restaurant/the-botanist-broadgate-circle-r753883"", ""https://broadgate.co.uk/eatdrinkshop/the-botanist/"", ""https://thecollectionevents.com/venues/the-botanist/"", ""https://www.mapquest.com/gb/england/the-botanist-broadgate-circle-525328921""]","openai:The ETM Collection page explicitly mentions 'Broadgate Circle' matching the pub's address '35 Broadgate Circle' and city 'London', indicating it is the correct venue's official operator site. It has a high page evidence score and clear location match.;loc_ok=district+address"
node/302013654,The Bull,,EC2M,EC,51.516962,-0.0803573,4-5,Devonshire Row,London,"""The Bull"" pub London 4-5 Devonshire Row EC2M",0.900,https://pubwiki.co.uk/LondonPubs/Aldgate/Bull.shtml,https://pubwiki.co.uk/LondonPubs/Aldgate/Bull.shtml,200,"[""https://www.english-inns.co.uk/inns-in-london.htm"", ""https://www.yellowpages.net/phone-44-2076554805-boutique-hotel-London-GB2210608.html"", ""https://www.flickr.com/photos/55935853@N00/2819762980"", ""https://www.pubsgalore.co.uk/pubs/23396/""]","openai:The URL explicitly matches the pub name and address (4 Devonshire Row, Aldgate EC2M), indicating a dedicated page about this specific pub.;loc_ok=district+address"
